inquiry_id,received_at,channel,customer_id,product_id,inquiry_type,inquiry_text,status
C00153,2026-05-27 12:40,전화,U38781,P00038,기타,"비밀번호 재설정을 하려고 하는데, 가입했던 이메일 계정이 없어져서 메일을 받을 수가 없어요.",답변완료
C00154,2026-05-10 10:17,전화,U01062,P00073,재입고,"이 바지 블랙 27사이즈 품절인데, 재입고 알림 신청하면 너무 오래 걸리나요?",답변완료
C00155,2026-05-30 21:01,카카오톡상담,U37513,P00030,기타,승승장구몰 단독 특가 상품들은 주로 언제 업데이트되는지 궁금해요.,처리완료
C00156,2026-04-23 06:19,웹,U32851,P00018,취소,장바구니에 담아놨던 물건이 자동으로 주문되었나봐요. 지금 살 형편이 안 되는데.. 혹시 아직 출고 안 됐으면 이 주문은 없애주세요.,답변완료
C00157,2026-04-05 19:51,전화,U57780,P00005,회원멤버십,"친구 추천으로 가입했는데, 추천인 적립금은 언제 들어오나요? 아직 안 들어왔네요.",처리완료
C00158,2026-04-14 18:12,앱,U38681,P00042,취소,"안녕하세요. 아동복 티셔츠 두 벌 구매했는데, 아이가 다른 옷을 선물 받아서요. 이 옷은 더 이상 필요가 없어졌습니다. 출고 전이라면 배송을 멈춰주세요.",처리중
C00159,2026-04-19 01:16,웹,U17323,P00070,상품정보,바지 28사이즈가 평소 입는 S랑 비슷할까요? 실측 사이즈가 궁금합니다.,처리완료
C00160,2026-05-23 12:58,전화,U21568,P00033,재입고,위시리스트에 넣어뒀던 아로마 디퓨저 품절이네요 ㅠㅠ 언제쯤 다시 살 수 있을까요?,처리중
C00161,2026-04-30 15:43,전화,U15096,P00060,취소,"급하게 필요한 줄 알고 여러 개 시켰는데, 다시 보니 하나만 있어도 될 것 같아요. 칫솔 5개 시킨 것 중에서 4개는 그냥 안 살게요. 1개만 보내주세요.",답변완료
C00162,2026-04-15 15:59,웹,U52090,P00072,교환,"수건 5개 묶음 주문했는데, 4개밖에 안 왔어요. 하나 더 보내주실 수 있나요?",처리완료
C00163,2026-04-10 18:25,카카오톡상담,U01825,P00034,반품,제가 주문한 그릇이 하나 빠져서 왔어요. 나머지는 괜찮은데 빠진 것 때문에 전체 구매를 취소하고 싶습니다.,답변완료
C00164,2026-05-16 03:43,전화,U34363,P00075,배송문의,제가 며칠 전에 승승장구몰에서 주문한 옷은 언제쯤 받아볼 수 있을까요?,처리중
C00165,2026-05-08 01:35,앱,U30648,P00061,교환,주문한 티셔츠 M 사이즈가 생각보다 너무 작네요. L 사이즈로 바꿔주실 수 있을까요?,답변완료
C00166,2026-05-26 12:10,전화,U29016,P00009,재입고,"이 가디건 민트색 S사이즈 품절인데, 혹시 물건 들어오면 바로 주문하고 싶어요.",처리중
C00167,2026-05-01 08:09,카카오톡상담,U15293,P00018,기타,앱에서 결제하려고 하는데 자꾸 오류가 나면서 안 돼요. 확인 부탁드립니다.,답변완료
C00168,2026-04-05 14:42,전화,U64570,P00015,환불,제가 시킨 건 파란색 머그컵인데 핑크색이 왔네요. 이거 다시 보내드리면 돈으로 돌려받을 수 있나요?,답변완료
C00169,2026-04-24 19:07,웹,U50941,P00059,회원멤버십,포인트 사용 방법이 너무 복잡한 것 같아요. 장바구니에서 자동 적용되는 게 아니고 직접 선택해야 하나요? 좀 더 쉽게 바꿔주세요.,처리완료
C00170,2026-05-24 10:44,카카오톡상담,U20254,P00054,기타,이번 달에 받을 수 있는 쿠폰은 언제 지급되는지 알고 싶어요.,답변완료
C00171,2026-05-19 12:15,카카오톡상담,U36667,P00005,기타,장바구니에 담아둔 상품들이 갑자기 다 사라졌어요. 복구 가능한가요?,처리완료
C00172,2026-04-23 02:16,카카오톡상담,U58288,P00031,기타,"다음 달부터는 새로운 의류 카테고리가 추가된다고 하던데, 맞나요?",처리완료
C00173,2026-04-11 15:30,전화,U47013,P00008,취소,[주문번호: 20240520-789012] 주문한 바지 사이즈가 너무 클 것 같아요. 상품평을 다시 읽어보니 제가 생각했던 것보다 훨씬 크게 나왔네요. 배송되기 전에 이 주문은 없던 걸로 부탁드려요.,처리중
C00174,2026-04-28 18:51,웹,U16012,P00059,교환,도착한 그릇이 깨져왔어요. 새 제품으로 다시 보내주세요.,답변완료
C00175,2026-04-22 14:14,앱,U06630,P00043,환불,"에어프라이어 새로 사려고 했는데, 남편이 이미 다른 걸 사와서요. 택배 받자마자 그대로 보내려는데, 결제 취소 부탁드려요.",접수
C00176,2026-04-14 05:25,웹,U08993,P00071,상품정보,도마 세트 중 가장 큰 도마의 정확한 가로세로 사이즈를 알려주세요.,접수
C00177,2026-05-28 22:22,웹,U30540,P00043,주문결제,"아동복이랑 장난감 샀는데, 신용카드 영수증 재발행 부탁드립니다.",접수
C00178,2026-05-29 20:44,앱,U36343,P00019,주문결제,"어머니께서 대신 결제해주셨는데, 제 이름으로 현금영수증 발행 가능한가요?",접수
C00179,2026-05-24 10:47,전화,U22872,P00015,반품,"받은 접시 세트 중 하나가 금이 가 있어요. 나머지 멀쩡한 것들까지 다 보내야 하나요, 아니면 문제 있는 것만 보내면 될까요?",답변완료
C00180,2026-04-14 19:07,앱,U46956,P00031,재입고,"그 캔들 워머 라이트 우드 색상 품절인데, 다시 판매 예정이 있나요?",처리완료
C00181,2026-04-03 12:46,웹,U34783,P00007,반품,배송된 캐리어에 스크래치가 너무 심해요. 이거 새 제품으로 다시 보내주셔야 할 것 같습니다.,접수
C00182,2026-05-12 20:54,앱,U08331,P00061,주문결제,"회원가입 없이 비회원으로 샀는데, 구매 내역 확인은 어떻게 해요? 핸드폰 번호로 조회되나요?",처리중
C00183,2026-05-07 03:36,앱,U59246,P00065,기타,영수증이 필요한데 온라인에서 발급받을 수 있는 방법이 있을까요?,접수
C00184,2026-04-06 05:02,전화,U60037,P00004,교환,맨투맨 재질이 생각보다 거칠어서요. 부드러운 재질의 다른 상품으로 받고 싶습니다.,답변완료
C00185,2026-05-18 12:06,카카오톡상담,U55873,P00014,배송문의,앱에서 배송 조회를 눌러도 아무것도 안 뜨고 에러가 나네요. 제가 뭘 잘못한 건가요?,처리중
C00186,2026-05-15 01:34,앱,U10590,P00042,기타,모바일 앱에서 푸시 알림을 받고 싶지 않은데 설정하는 방법을 모르겠습니다.,접수
C00187,2026-04-08 09:03,웹,U36047,P00075,기타,현재 진행 중인 프로모션이 있는지 궁금합니다.,처리완료
C00188,2026-05-08 23:34,전화,U59470,P00065,교환,"세탁망 L 사이즈로 샀는데, 망이 너무 얇아서 금방 찢어질 것 같아요. 좀 더 튼튼한 재질의 다른 세탁망으로 변경하고 싶어요.",처리중
C00189,2026-04-11 15:06,앱,U28184,P00056,상품정보,텀블러 세척솔은 포함되어 있는 건가요?,처리중
C00190,2026-04-24 04:25,카카오톡상담,U44425,P00059,회원멤버십,"VIP 할인 쿠폰이라고 해서 받긴 했는데, 적용이 안 되는 품목도 있나요? 장바구니에 담아도 할인이 안되네요.",처리중
C00191,2026-05-12 09:19,앱,U40967,P00055,재입고,"작년에 구매했던 핸드워시 리필, 올해는 안 나오나요?",처리완료
C00192,2026-04-26 17:56,전화,U20007,P00061,교환,이어폰 케이스 덮개가 헐거워서 자꾸 열려요. 불량인 것 같은데 새 제품으로 받고 싶어요.,답변완료
C00193,2026-04-10 20:34,앱,U12220,P00056,재입고,"품절인 스킨케어 세트, 혹시 다른 구성으로라도 다시 나올까요?",답변완료
C00194,2026-05-08 04:19,웹,U07862,P00076,취소,"[주문번호: 20240520-1234567] 검정색 원피스 S사이즈로 주문했는데, L사이즈로 잘못 누른 것 같아요. 확인하시고 이 주문은 배송 안 되게 처리해주세요.",처리완료
C00195,2026-04-13 20:49,카카오톡상담,U46347,P00055,교환,"주문한 에코백 말고, 같이 본 백팩으로 받아볼 수 있을까요? 차액은 제가 지불하겠습니다.",답변완료
C00196,2026-04-29 22:13,전화,U46091,P00014,상품정보,벽걸이 시계 건전지 타입이 AAA인가요 AA인가요?,접수
C00197,2026-04-17 00:32,카카오톡상담,U29393,P00014,취소,"어쩌죠? 주문하고 결제까지 했는데, 다른 카드에 포인트가 더 많이 쌓여서 그걸로 다시 결제하고 싶어요. 기존 주문은 받지 않는 걸로 해주시면 감사하겠습니다.",처리완료
C00198,2026-05-26 00:11,전화,U15059,P00036,반품,받은 지 얼마 안 된 주전자가 물이 새는 것 같아요. 확인 좀 부탁드립니다.,접수
C00199,2026-05-13 15:54,앱,U35055,P00004,기타,친구 추천 이벤트는 어떻게 참여해야 하나요? 설명 좀 해주세요.,접수
C00200,2026-04-28 12:45,전화,U44542,P00045,배송문의,"일주일째 상품 준비 중이라고만 뜨는데, 언제쯤 출고될까요? 급하게 필요한 거라서요.",답변완료
C00201,2026-04-19 14:42,웹,U52532,P00009,기타,쇼핑몰 이용 가이드 같은 건 따로 없나요? 궁금한 점이 많아서요.,접수
C00202,2026-04-04 23:26,앱,U69532,P00028,교환,"아이보리색 코트 주문했는데, 거의 흰색에 가까운 색이 왔어요. 홈페이지 사진처럼 따뜻한 아이보리로 다시 받을 수 있나요?",처리중
C00203,2026-05-12 18:16,카카오톡상담,U44682,P00021,기타,회원 탈퇴를 하고 싶은데 메뉴를 못 찾겠어요. 어떻게 해야 하나요?,처리완료
C00204,2026-05-02 06:10,전화,U11136,P00007,교환,색상 변경 가능한가요? 다른 색으로요.,접수
C00205,2026-04-17 06:47,앱,U10694,P00035,주문결제,"선물용으로 텀블러랑 에코백 샀는데, 친구에게는 가격 정보 없이 보내고 싶어요. 결제 내역에 가격이 뜨나요?",처리중
C00206,2026-05-13 04:01,카카오톡상담,U57940,P00054,주문결제,"아까 결제 단계에서 창을 닫아버렸는데, 다시 이어서 결제할 수 있나요?",처리완료
C00207,2026-04-22 22:18,앱,U45243,P00056,교환,"거실 매트 아이보리색으로 시켰는데, 생각보다 때가 탈 것 같아 베이지색으로 변경하고 싶습니다.",답변완료
C00208,2026-04-29 12:00,카카오톡상담,U69067,P00040,주문결제,이번 달 승승장구몰에서 제가 뭘 샀는지 내역 좀 뽑아주실 수 있나요?,답변완료
C00209,2026-04-23 09:50,카카오톡상담,U07181,P00001,취소,"어버이날 선물로 주문했는데, 날짜 맞춰서 안 올 것 같다고 해서 그냥 백화점에서 샀습니다. 이 주문은 배송 전이라면 더 이상 진행하지 말아주세요.",접수
C00210,2026-05-01 06:21,웹,U17988,P00033,회원멤버십,제 현재 등급이 어떻게 되는지 확인하고 싶어요. 어디서 볼 수 있나요? 다음 등급까지 얼마나 남았는지도요.,처리완료
C00211,2026-05-03 20:34,앱,U01014,P00064,배송문의,혹시 해외로도 배송 가능한가요? 미국에 있는 친구한테 옷을 선물하고 싶어서요.,처리중
C00212,2026-04-19 01:23,웹,U49835,P00069,배송문의,"니트랑 세제 각각 다른 날에 시켰는데, 혹시 합배송으로 한 번에 받을 수 있을까요?",접수
C00213,2026-05-20 13:41,전화,U09448,P00051,반품,"화장실 슬리퍼가 도착했는데, 한 짝이 찢어져 있어요. 사진 보낼 수 있나요?",답변완료
C00214,2026-05-14 08:27,앱,U60261,P00010,교환,"구매한 바지 대신, 저번에 장바구니에 넣어뒀던 침대 커버로 바꿔서 받을 수 있을까요?",처리완료
C00215,2026-05-27 21:36,카카오톡상담,U53009,P00054,재입고,품절된 상품 목록 중에 이 립밤 다시 풀릴 가능성 있나요? 선물하고 싶어서요.,처리완료
C00216,2026-04-13 04:22,카카오톡상담,U02734,P00042,주문결제,결제 수단 변경하려고 하는데 방법을 모르겠어요. 신용카드에서 카카오페이로 바꾸고 싶어요.,접수
C00217,2026-05-16 16:06,전화,U11552,P00056,상품정보,린넨 셔츠 세탁은 드라이클리닝만 해야 하나요? 아니면 손세탁도 가능한가요?,답변완료
C00218,2026-04-25 14:58,카카오톡상담,U52488,P00068,교환,"블라우스 어깨 부분 봉제가 이상하고, 단추 하나가 헐거워요. 새 걸로 보내주시겠어요?",답변완료
C00219,2026-05-10 10:12,전화,U44501,P00029,기타,선물 받은 쿠폰이 있는데 적용하려고 하니 자꾸 적용 대상이 아니라고 합니다.,처리완료
C00220,2026-04-18 07:46,앱,U66911,P00015,재입고,"거실용 러그 큰 사이즈 품절인데, 이거 언제 다시 물건 채워져요?",접수
C00221,2026-05-05 22:06,전화,U19359,P00031,반품,구매했던 테이블 매트가 너무 커서 저희 식탁에 안 맞아요. 다른 상품으로 바꾸고 싶은데 괜찮을까요?,답변완료
C00222,2026-04-16 05:14,전화,U25857,P00023,기타,마이페이지에서 적립금 사용 내역이 보이지 않는데 어디서 확인해야 하나요?,접수
C00223,2026-04-09 07:35,웹,U64765,P00060,교환,새로 받은 토스트기가 작동이 안 돼요. 다른 새 상품으로 보내주시면 좋겠습니다.,처리중
C00224,2026-05-26 19:21,전화,U41437,P00020,취소,"이불 세트랑 커튼을 같이 시켰는데, 커튼이 너무 비싸서 부담스러워요. 이불만 받고 싶은데, 커튼은 그냥 안 보내주셔도 될 것 같아요.",처리중
C00225,2026-04-08 15:07,카카오톡상담,U57962,P00039,주문결제,가상 계좌로 입금했는데 입금 확인 문자가 안 와요. 확인 좀 부탁드려요.,처리완료
C00226,2026-05-29 10:06,앱,U46130,P00065,재입고,"품절 알림 신청해놨는데, 언제쯤 받아볼 수 있을까요? 그 텀블러 꼭 가지고 싶어서요.",답변완료
C00227,2026-05-02 03:18,카카오톡상담,U59234,P00005,재입고,작년에 샀던 여름 샌들 올해는 안 파시나요? 품절이던데요.,답변완료
C00228,2026-05-07 19:13,전화,U10058,P00012,취소,"[주문번호: 20240520-777888] 식탁 매트 4개 주문했는데요. 색상을 잘못 골랐어요. 이걸 배송시키면 나중에 반품해야 하니까, 미리 안 보내주시면 좋겠어요.",처리중
C00229,2026-05-16 22:11,앱,U58948,P00074,취소,"옷을 주문했는데, 갑자기 살이 빠져서 이 사이즈는 너무 클 것 같아요. 새로 시켜야 할 것 같아서, 이 주문은 철회하고 싶어요.",접수
C00230,2026-05-03 05:12,카카오톡상담,U65716,P00020,상품정보,식기 건조대 스테인리스 재질은 녹이 슬지 않는 재질인가요?,답변완료
C00231,2026-05-15 17:47,앱,U45016,P00011,주문결제,지난주에 샀던 이불 세트 영수증 발급 가능한가요? 개인 소득공제용으로 필요해요.,접수
C00232,2026-04-05 19:12,웹,U57378,P00057,취소,주문번호 11223344 입니다. 구매한 스탠드 조명. 갑자기 필요가 없어졌어요. 이 주문 건 취소해주세요.,접수
C00233,2026-05-07 07:56,전화,U37080,P00050,반품,제가 주문한 제품을 저희 집이 아닌 옆집으로 잘못 배송된 것 같습니다. 옆집에서 받아보니 제가 시킨 게 아니라고 합니다. 제가 주문한 물건과 함께 도로 가져가셨으면 합니다.,처리중
C00234,2026-05-04 20:27,앱,U43864,P00009,주문결제,"결제 정보를 저장해놨는데, 다음 번에 구매할 때 이 정보로 바로 결제되나요? 비밀번호 입력해야 하나요?",처리완료
C00235,2026-04-11 04:12,카카오톡상담,U37244,P00033,반품,새로 산 양말에 구멍이 나 있어요. 이거 불량품인가요?,접수
C00236,2026-05-04 08:47,앱,U18538,P00045,취소,"방금 전에 주문했던 실내화 세트인데요, 선물하려던 친구가 이미 받았다고 하네요. 이대로 보내지 마시고 결제 금액도 환불해주세요.",처리완료
C00237,2026-05-10 01:19,웹,U11105,P00040,회원멤버십,"이번 달에 옷이랑 생활용품 많이 샀는데, 다음 달엔 VIP로 올라갈 수 있을까요? 등급 기준이 궁금합니다.",처리중
C00238,2026-05-03 21:24,웹,U68996,P00012,기타,앱에서 이미지 로딩이 너무 느려요. 혹시 개선 예정이 있으신가요?,처리중
C00239,2026-05-21 08:51,전화,U02390,P00047,반품,"세일이라서 급하게 샀는데, 막상 받아보니 저랑 어울리지 않는 것 같아요. 그냥 없었던 일로 하고 싶습니다.",처리완료
C00240,2026-04-19 12:02,웹,U44792,P00063,상품정보,욕실 발매트 미끄럼 방지 처리 되어 있나요?,접수
C00241,2026-04-23 23:53,웹,U20309,P00010,교환,제가 실수로 다른 제품을 시킨 것 같아요. 혹시 제가 원했던 제품으로 수정해서 받을 수 있을까요?,처리완료
C00242,2026-04-11 19:40,앱,U44141,P00017,취소,"선물하려고 샀던 건데, 받는 분이 이미 똑같은 걸 가지고 있다고 해요. [주문번호: 20240520-555666]입니다. 배송 전에 이 건은 처리 멈춰주세요.",처리중
C00243,2026-04-16 23:26,웹,U23704,P00022,주문결제,삼성페이로 결제하려고 하는데 자꾸 오류가 뜨네요. 다른 결제 수단은 되는데 삼성페이만 안 돼요.,처리중
C00244,2026-04-06 05:48,카카오톡상담,U47750,P00031,배송문의,혹시 새벽 배송이나 당일 배송 같은 서비스는 없나요? 지금 바로 필요한 물건이라서요.,처리중
C00245,2026-05-31 06:47,전화,U58842,P00030,주문결제,해외 발행 카드로 결제하고 싶은데 가능한가요? 비자 카드입니다.,접수
C00246,2026-05-02 01:06,카카오톡상담,U25431,P00048,반품,이 옷이 저한테는 좀 불편하네요. 다른 분에게 넘기기도 그래서 그냥 다시 보내려고요.,처리중
C00247,2026-05-16 19:47,전화,U50053,P00065,주문결제,쿠폰 적용하려고 했는데 까먹고 그냥 결제해버렸어요. 지금이라도 적용해서 재결제 가능한가요?,처리중
C00248,2026-04-17 17:37,웹,U18141,P00033,반품,"상품을 수령했는데, 다른 제품으로 교환이 안 된다면 그냥 구매를 취소하고 싶어요. 방법 알려주세요.",답변완료
C00249,2026-05-18 15:51,전화,U13447,P00067,반품,받자마자 옷에서 이상한 냄새가 너무 심하게 나요. 도저히 입을 수가 없을 것 같아요.,답변완료
C00250,2026-04-29 16:14,앱,U21013,P00035,주문결제,지갑을 잃어버려서 기존에 등록된 결제 카드를 삭제하고 싶어요.,처리중
C00251,2026-05-21 20:11,웹,U57341,P00012,상품정보,"이 코트 소재가 울 100%라고 되어 있는데, 많이 까끌거리지 않고 부드러운 편인가요?",접수
C00252,2026-05-15 19:12,전화,U03496,P00054,배송문의,"아동복 세트 주문했는데, 아이가 많이 기다리고 있어요. 배송이 왜 이렇게 늦어지는지 궁금합니다.",답변완료
C00253,2026-05-10 11:48,전화,U30904,P00050,교환,구두가 발볼이 너무 조여서 아파요. 와이드핏으로 나온 다른 모델이나 한 치수 큰 걸로 보고 싶어요.,답변완료
C00254,2026-05-08 09:36,웹,U03695,P00041,교환,"분명 베이지 스커트 주문했는데, 그레이가 왔네요. 확인 후 올바른 제품으로 보내주시겠어요?",답변완료
C00255,2026-05-04 13:16,웹,U18036,P00005,환불,"사이트 설명에는 '고급 스텐'이라고 되어 있는데, 받아보니 너무 얇고 저렴해 보여요. 마음이 바뀌었는데, 결제된 돈 돌려받고 싶어요.",처리완료
C00256,2026-05-17 20:53,웹,U61488,P00058,기타,비회원으로 주문했는데 주문 번호를 잊어버렸습니다. 어떻게 찾을 수 있을까요?,답변완료
C00257,2026-04-09 16:36,앱,U33545,P00028,환불,반품했는데 배송비 3천원이 빠지고 입금됐어요. 혹시 제가 부담해야 하는 건가요? 아니면 원래 금액에서 빼주는 건가요?,접수
C00258,2026-05-25 06:48,카카오톡상담,U14574,P00037,주문결제,신용카드 결제 시 할부 가능한가요? 3개월 무이자 되는 카드 알려주세요.,접수
C00259,2026-05-01 05:43,앱,U06259,P00031,반품,몇 주 전에 샀던 이불 커버에 실밥이 자꾸 풀리네요. 사용한 지 얼마 안 됐는데 벌써 이러면 곤란해서요.,처리중
C00260,2026-05-16 09:09,앱,U14531,P00064,취소,"제가 분명 파란색 셔츠를 시켰는데, 주문내역에는 빨간색으로 되어있네요. 다시 주문해야 할 것 같아서요, 이 주문은 진행하지 말아주세요.",답변완료
C00261,2026-05-22 00:54,웹,U18819,P00038,재입고,"반려견 방석 라지 사이즈 품절인데, 재고 확보되면 알려주세요.",처리중
C00262,2026-04-02 03:38,전화,U31532,P00074,회원멤버십,"페이스북으로 로그인했었는데, 갑자기 안 되네요. 혹시 연동이 해제된 건가요? 다시 연결하려면 어떻게 해야 하나요?",처리중
C00263,2026-04-20 04:28,앱,U68615,P00047,상품정보,지금 주문하면 혹시 추석 전에 받아볼 수 있을까요? 선물용이라서요.,답변완료
C00264,2026-05-23 01:48,앱,U51178,P00061,주문결제,"결제 확인 메일이 안 왔는데, 스팸함에도 없어요. 제대로 구매된 건 맞나요?",답변완료
C00265,2026-05-09 13:29,전화,U33247,P00003,반품,주문한 행주 세트 중에 한 장이 아예 재봉 불량인 것 같아요. 새것으로 다시 보내주시거나 환불 부탁드립니다.,처리완료
C00266,2026-04-08 13:25,전화,U31605,P00014,배송문의,여러 개 주문했는데 송장 번호가 3개나 왔어요. 어떤 게 어떤 상품인지 알 수 있을까요?,처리완료
C00267,2026-04-14 22:52,앱,U46177,P00070,회원멤버십,"작년에 한동안 구매가 없어서 등급이 떨어졌는데, 다시 올리려면 얼마나 사야 할까요? 복구 기준이 궁금해요.",처리완료
C00268,2026-04-18 23:59,카카오톡상담,U62723,P00024,회원멤버십,아이디랑 비밀번호를 정확히 입력했는데도 계속 '로그인 정보가 일치하지 않습니다'라고 떠요. 비밀번호 찾기 해도 등록된 정보가 없다고 하네요.,접수
C00269,2026-04-08 03:02,카카오톡상담,U04848,P00038,교환,"주문 내역에는 와인잔 2개인데, 소주잔 2개가 왔습니다. 확인 부탁드립니다.",접수
C00270,2026-04-06 06:04,웹,U05493,P00041,반품,샤워 타월 색상이 제가 생각했던 것보다 훨씬 어두워서 좀 실망스러워요. 다시 보내고 싶어요.,처리완료
C00271,2026-05-22 00:55,카카오톡상담,U62050,P00033,반품,잘못된 상품이 배송되었습니다. 제가 시킨 건 검은색인데 흰색이 왔어요. 확인 부탁드립니다.,답변완료
C00272,2026-04-20 13:18,전화,U46790,P00007,재입고,품절된 베이직 티셔츠 흰색 M사이즈 혹시 추가 물량 들어올 예정 있나요?,처리완료
C00273,2026-04-28 12:38,앱,U48238,P00056,교환,셔츠 팔 길이가 너무 짧아서요. 혹시 기장 추가된 다른 제품은 없을까요?,처리중
C00274,2026-05-14 16:39,카카오톡상담,U44439,P00024,교환,옷 사이즈가 안 맞아서 다른 사이즈로요.,처리중
C00275,2026-05-20 07:18,전화,U68063,P00035,주문결제,방금 니트랑 바지 구매했는데 결제가 제대로 된 건지 확인 부탁드려요.,답변완료
C00276,2026-05-13 05:09,앱,U56441,P00078,회원멤버십,"자동 로그인 기능을 사용하고 싶은데, 핸드폰 앱에서 설정하는 방법을 모르겠어요. 매번 입력하기가 번거롭네요.",접수
C00277,2026-05-24 23:02,전화,U42102,P00014,회원멤버십,생일 쿠폰은 언제 지급되는 건가요? 이번 달이 제 생일인데 아직 안 들어왔어요. 혹시 조건이 있나요?,답변완료
C00278,2026-05-03 20:06,전화,U40174,P00058,취소,"갑자기 출장이 잡혀서 주문한 옷을 입을 일이 없어졌어요. 택배 받기 어려울 것 같아서요, 발송 전에 이 주문 건은 중단 부탁드립니다.",처리중
C00279,2026-04-18 04:18,카카오톡상담,U46078,P00058,반품,신발이 발이 너무 아파서 못 신겠어요. 착용은 딱 한 번 했어요.,답변완료
C00280,2026-05-06 05:31,카카오톡상담,U35987,P00008,교환,"공기청정기 필터를 주문했는데, 다른 모델 필터가 왔어요. 저희 집 모델에 맞는 걸로 보내주세요.",답변완료
