inquiry_id,product_id,product_name,inquiry_topic,inquiry_text,created_at
Q00186,P00033,원목 도마 대형,구성,이거 단품인가요 세트인가요? 상세 사진에 나온 구성 그대로 오나요?,2026-04-20 06:32
Q00187,P00040,차전자 밀대 청소포 리필 100매,호환,차전자 밀대 청소포 리필 100매 저희 집 밀대(청소기)에 끼우는 규격이 맞나요? 호환되나요?,2026-04-03 09:15
Q00188,P00038,무타공 스테인리스 선반 2단,소재,재질이 물에 강한 편인가요? 곰팡이나 변색 걱정은 없을까요?,2026-05-03 13:18
Q00189,P00055,베이직 데님 자켓,사이즈,평소 L 사이즈 입는데 이 제품도 L로 사면 정사이즈로 맞을까요?,2026-03-21 00:08
Q00190,P00040,차전자 밀대 청소포 리필 100매,배송,지금 주문하면 모레까지 받을 수 있나요?,2026-04-05 15:39
Q00191,P00054,오버핏 트렌치 코트,배송,지금 주문하면 모레까지 받아볼 수 있을까요? 주말 전에 필요해서요.,2026-04-19 05:19
Q00192,P00001,베이직 라운드넥 반팔티,배송,지금 주문하면 모레까지 받아볼 수 있을까요? 주말 전에 필요해서요.,2026-03-15 14:32
Q00193,P00027,데일리 가죽 벨트,색상,블랙 색상 실물이 사진이랑 많이 다른가요? 변색 걱정도 되고요.,2026-04-30 18:14
Q00194,P00054,오버핏 트렌치 코트,소재,여름에 입기 시원한 소재인가요? 땀 차면 달라붙는지 궁금합니다.,2026-05-02 03:38
Q00195,P00009,코튼 밴딩 팬츠,소재,코튼 밴딩 팬츠 소재가 비치는 편인가요? 안에 이너 받쳐 입어야 할까요?,2026-03-15 17:28
Q00196,P00003,루즈핏 니트 가디건,사이즈,키 168에 표준 체형인데 L 입으면 기장이랑 핏이 어느 정도 나올까요?,2026-04-19 02:06
Q00197,P00058,린넨 뷔스티에 원피스,재입고,그린 M 품절인데 재입고 예정 있나요? 언제쯤 들어오나요?,2026-04-13 22:02
Q00198,P00076,미니 핸드블렌더,전력,전기요금 많이 나오나요? 소비전력이 어느 정도인지 궁금해요.,2026-03-08 22:11
Q00199,P00024,데일리 미니 크로스백,용량,데일리 미니 크로스백에 노트북이랑 텀블러까지 같이 들어갈 정도 용량인가요?,2026-05-06 05:01
Q00200,P00038,무타공 스테인리스 선반 2단,배송,지금 주문하면 모레까지 받을 수 있나요? 이사 전에 필요해서요.,2026-05-01 23:44
Q00201,P00047,다용도 부직포 수납박스 3종,설치,"무타공으로 설치하는 건가요, 아니면 나사로 고정해야 하나요?",2026-04-11 22:13
Q00202,P00027,데일리 가죽 벨트,용량,데일리 가죽 벨트에 노트북이랑 텀블러까지 같이 들어갈 정도 용량인가요?,2026-04-27 15:33
Q00203,P00044,구스 10% 베개 2P,배송,지금 주문하면 주말 전에 받아볼 수 있을까요?,2026-04-13 13:46
Q00204,P00023,15인치 노트북 백팩,소재,가죽인가요 합성인가요? 사용하다 보면 늘어나거나 갈라지나요?,2026-04-28 11:06
Q00205,P00003,루즈핏 니트 가디건,세탁관리,"세탁기로 돌려도 되나요, 아니면 손세탁만 가능한가요? 줄어들까 봐서요.",2026-05-10 03:05
Q00206,P00074,이동식 옷걸이 행거,규격,이동식 옷걸이 행거 실제 사이즈(가로세로높이)가 어떻게 되나요? 설치 공간을 재보려고요.,2026-03-20 07:42
Q00207,P00032,실리콘 주방도구 7종 세트,사용법,실리콘 주방도구 7종 세트 인덕션에서도 사용 가능한가요? 가스레인지 전용은 아니죠?,2026-04-05 17:16
Q00208,P00013,헤비코튼 무지 맨투맨,사이즈,헤비코튼 무지 맨투맨 사이즈가 작게 나온다는 후기가 있던데 한 치수 크게 주문할까요?,2026-04-15 09:03
Q00209,P00008,하이웨스트 청바지,소재,하이웨스트 청바지 소재가 비치는 편인가요? 안에 이너 받쳐 입어야 할까요?,2026-03-08 08:22
Q00210,P00075,조립식 3단 수납 선반,설치,"무타공으로 설치하는 건가요, 아니면 나사로 고정해야 하나요?",2026-04-15 07:28
Q00211,P00029,UV차단 와이드 캡모자,색상,골드 색상 실물이 사진이랑 많이 다른가요? 변색 걱정도 되고요.,2026-03-05 22:52
Q00212,P00070,호텔식 베이직 타월 4매,구성,이거 단품인가요 세트인가요? 상세 사진에 나온 구성 그대로 오나요?,2026-03-17 16:30
Q00213,P00017,스트레치 치노팬츠,재입고,블랙 34 품절인데 재입고 예정 있나요? 언제쯤 들어오나요?,2026-04-15 22:57
Q00214,P00002,오버핏 맨투맨,재입고,화이트 L 품절인데 재입고 예정 있나요? 언제쯤 들어오나요?,2026-05-07 15:50
Q00215,P00019,릴렉스핏 트레이닝 팬츠,배송,지금 주문하면 모레까지 받아볼 수 있을까요? 주말 전에 필요해서요.,2026-03-21 01:42
Q00216,P00022,캔버스 로우 스니커즈,사이즈,발볼이 넓은 편인데 250 신으면 좀 끼나요? 한 치수 크게 갈까요?,2026-04-04 12:28
Q00217,P00063,슬림 카드지갑,재입고,브라운 품절인데 재입고 예정 잡혀 있나요?,2026-04-06 13:13
Q00218,P00006,고밀도 코튼 셔츠,소재,여름에 입기 시원한 소재인가요? 땀 차면 달라붙는지 궁금합니다.,2026-04-14 00:29
Q00219,P00034,유리 밀폐용기 10종 세트,재입고,품절이던데 재입고 예정 있나요? 알림 신청하면 연락 오나요?,2026-05-05 16:54
Q00220,P00073,워싱 코튼 베개커버 2P,소재,촉감이 까슬한 편인가요 부드러운 편인가요? 세탁하면 보풀 생기나요?,2026-05-01 23:25
