review_id,product_id,product_name,rating,title,content,purchase_option,helpful_count,created_at
R00111,P00077,1.7L 전기포트,2,기대 이하였어요,"디자인은 나쁘지 않은데, 물 끓이는 속도가 너무 느리고 냄새도 좀 나네요. 몇 번 사용해보니 플라스틱 타는 듯한 냄새가 거슬려요.",블랙,0,2026-04-29
R00112,P00077,1.7L 전기포트,4,이 정도면 만족합니다!,1.7L 용량이라 한 번에 넉넉하게 물 끓일 수 있어서 좋아요. 디자인도 깔끔한 실버라 주방에 잘 어울리고 배송도 빨랐습니다.,블랙,14,2026-03-22
R00113,P00077,1.7L 전기포트,5,"너무 좋아요, 완전 추천!",끓는 속도 정말 빠르고 소음도 적어서 만족스러워요. 손잡이 그립감도 좋고 세척도 편해서 매일 잘 쓰고 있습니다.,블랙,0,2026-05-08
R00114,P00077,1.7L 전기포트,5,가성비 최고 전기포트네요!,"가격 대비 성능이 너무 훌륭합니다. 블랙 색상이라 고급스러워 보이고, 대용량이라 손님 오셨을 때도 문제 없어요.",화이트,1,2026-01-30
R00115,P00077,1.7L 전기포트,5,완벽한 상품이에요!,"깔끔한 디자인에 빠른 가열, 그리고 안전 기능까지 완벽해요. 온수 보관 기능까지 있었으면 금상첨화겠지만 이대로도 충분히 만족합니다.",블랙,0,2026-02-03
R00116,P00077,1.7L 전기포트,3,그냥저냥 쓸만해요,"가격 생각하면 괜찮지만, 물 따를 때 가끔 새는 부분이 있어요. 그래도 대용량이라 실용적이고, 흰색 디자인은 깔끔해서 좋네요.",화이트,5,2026-06-02
R00117,P00077,1.7L 전기포트,3,무난한데 아쉬운 점도 있어요,"물은 잘 끓고 용량도 충분한데, 코드 길이가 너무 짧아서 사용이 좀 불편합니다. 보온 기능이 없다는 점도 살짝 아쉬워요.",화이트,8,2026-04-15
R00118,P00034,유리 밀폐용기 10종 세트,3,"무난해요, 가격 대비 괜찮은듯",유리 재질은 괜찮은데 뚜껑 마감이 좀 아쉬워요. 배송은 빨랐습니다.,단일,0,2026-04-08
R00119,P00034,유리 밀폐용기 10종 세트,5,진짜 대만족! 왜 이제 샀을까요?,다양한 사이즈 구성이 너무 좋고 밀폐력도 최고예요. 냉장고 정리가 확 되네요!,단일,0,2026-03-31
R00120,P00034,유리 밀폐용기 10종 세트,3,기대보단 평범해요,"10종이라 구성은 좋은데, 생각보다 작은 사이즈가 많네요. 색상도 그냥 일반 투명입니다.",단일,14,2026-01-26
R00121,P00034,유리 밀폐용기 10종 세트,3,"글쎄요, 장단점이 있네요","유리 용기는 튼튼한 것 같은데, 어떤 뚜껑은 좀 뻑뻑하고 어떤 건 헐거워요. 복불복인가 봐요.",단일,1,2026-03-21
R00122,P00034,유리 밀폐용기 10종 세트,4,전반적으로 만족합니다!,배송도 빠르고 파손 없이 잘 왔어요. 밀폐력도 괜찮고 냉장고에 깔끔하게 잘 들어가네요.,단일,5,2026-04-27
R00123,P00034,유리 밀폐용기 10종 세트,5,완벽한 선택! 주방이 환해졌어요,이 가격에 이런 고품질 유리 용기라니 감동입니다. 김치 냄새도 안 배고 너무 위생적이에요.,단일,14,2026-02-14
R00124,P00034,유리 밀폐용기 10종 세트,3,그냥저냥 쓸만해요,"몇몇 용기는 생각보다 좀 얇은 느낌이고, 뚜껑 여닫는 게 힘든 것도 있네요. 그래도 쓰긴 합니다.",단일,2,2026-04-04
R00125,P00034,유리 밀폐용기 10종 세트,5,재구매 의사 100%입니다!,"구성도 알차고 밀폐력, 내구성 모두 완벽합니다. 주방 정리 필수템으로 강추해요!",단일,1,2026-05-07
R00126,P00034,유리 밀폐용기 10종 세트,2,실망스러워요... 파손된 채로 왔네요,도착했을 때 작은 용기 하나가 깨져있어서 속상했어요. 포장 보완이 필요할 것 같아요.,단일,0,2026-05-12
R00127,P00034,유리 밀폐용기 10종 세트,2,뚜껑이 너무 약해요,몇 번 사용하지도 않았는데 뚜껑 한 부분이 깨졌어요. 내구성이 너무 떨어지는 것 같습니다.,단일,0,2026-04-09
R00128,P00028,극세사 양말 5켤레 세트,5,따뜻하고 부드러워요!,올겨울 필수템입니다! 발목까지 부드럽게 감싸주고 정말 따뜻해서 매일 신고 있어요. 색상도 화면이랑 똑같고 배송도 빨랐습니다.,브라운/FREE,8,2026-02-05
R00129,P00028,극세사 양말 5켤레 세트,4,가성비 좋네요,5켤레 세트 가격 생각하면 아주 만족스러워요. 발이 크지 않은 편이라 사이즈도 적당하고 착용감도 괜찮습니다. 다만 한두 켤레는 실밥 마무리가 살짝 아쉬웠어요.,블랙/FREE,8,2026-03-28
R00130,P00028,극세사 양말 5켤레 세트,3,그냥저냥 신을만해요,"극세사라 부드럽긴 한데 생각보다 많이 두껍지는 않네요. 보온성은 보통이고, 땀이 잘 차는 편이라 호불호가 갈릴 것 같아요. 무난하게 신기 좋습니다.",블랙/FREE,8,2026-02-11
R00131,P00028,극세사 양말 5켤레 세트,5,재구매 의사 100%,"전에 다른 곳에서 산 극세사 양말은 금방 보풀 생기고 헤졌는데, 이건 짱짱하고 질이 좋아요. 발목 부분도 조이지 않고 편해서 아주 만족합니다.",블랙/FREE,8,2026-05-24
R00132,P00028,극세사 양말 5켤레 세트,5,선물용으로도 강추!,부모님께 선물해드렸는데 너무 좋아하시네요. 발시림 때문에 고생하셨는데 이거 신고 나서는 훨씬 따뜻하다고 하세요. 포장도 깔끔하게 와서 좋았습니다.,브라운/FREE,2,2026-05-11
R00133,P00028,극세사 양말 5켤레 세트,5,인생 양말 찾았어요,"이렇게 부드럽고 포근한 양말은 처음이에요. 신었을 때 착 감기는 느낌이 너무 좋고, 한 번 빨았는데도 변형 없이 그대로라 감동받았습니다.",블랙/FREE,3,2026-02-07
R00134,P00028,극세사 양말 5켤레 세트,5,색상 다 예뻐요!,파스텔톤 색상들이 다 너무 예뻐서 어떤 옷에도 잘 어울려요. 겨울이라고 어두운색만 신었는데 이거 덕분에 발이 화사해졌어요. 배송도 총알배송이었습니다.,브라운/FREE,3,2026-04-04
R00135,P00028,극세사 양말 5켤레 세트,2,기대 이하였어요,"극세사라 해서 엄청 부드러울 줄 알았는데, 생각보다 거칠고 발에 닿는 느낌이 좋지 않네요. 세탁하니 조금 더 뻣뻣해진 것 같아서 실망했습니다.",브라운/FREE,0,2026-05-02
R00136,P00028,극세사 양말 5켤레 세트,1,너무 얇고 잘 늘어나요,"받고 나서 얇은 두께에 놀랐어요. 한번 신었는데 발뒤꿈치 부분이 벌써 늘어나는 느낌이고, 보온성도 일반 양말이랑 큰 차이가 없네요. 돈 아까워요.",블랙/FREE,8,2026-05-02
R00137,P00028,극세사 양말 5켤레 세트,2,사이즈가 좀 작아요,"평소 245-250 신는데, 이 양말은 발길이가 너무 짧아요. 발목 부분도 너무 꽉 조여서 불편하고, 몇 번 신으니 발바닥 부분이 벌써 닳는 것 같습니다.",브라운/FREE,0,2026-01-25
R00138,P00028,극세사 양말 5켤레 세트,2,보풀이 너무 심해요,한두 번 신었을 뿐인데 보풀이 너무 많이 생겨서 지저분해 보여요. 다른 옷이랑 같이 세탁했더니 보풀 때문에 옷 전체가 난리가 났습니다. 재구매는 안 할 것 같아요.,블랙/FREE,8,2026-02-26
R00139,P00055,베이직 데님 자켓,2,생각보다 별로예요,M사이즈 주문했는데 팔길이가 너무 짧고 품은 어정쩡하게 커서 핏이 예쁘지 않네요. 재질도 뻣뻣해서 불편해요.,베이지/S,5,2026-01-12
R00140,P00055,베이직 데님 자켓,3,그냥저냥 입을 만해요,사진이랑 색감은 비슷한데 두께가 좀 얇아서 간절기용으로만 입어야겠어요. 무난하게 걸치기엔 나쁘지 않아요.,카키/M,1,2026-06-04
R00141,P00055,베이직 데님 자켓,1,정말 실망입니다...,배송은 엄청 느렸는데 받아보니 옷에서 심한 화학약품 냄새가 나고 박음질도 엉망이네요. 환불 신청했습니다.,베이지/L,0,2026-03-24
R00142,P00055,베이직 데님 자켓,3,평범한 데님 자켓이에요,L사이즈 시켰는데 모델 착용샷보다 기장이 살짝 짧은 감이 있어요. 크게 특별한 점은 없고 딱 기본 데님 자켓이네요.,베이지/L,2,2026-05-08
R00143,P00055,베이직 데님 자켓,5,인생 데님 자켓 찾았어요!,정말 딱 찾던 핏에 색상도 너무 예뻐요! 어떤 옷에도 잘 어울리고 편안해서 매일 입을 것 같아요. 강추합니다!,블랙/S,3,2026-05-23
R00144,P00055,베이직 데님 자켓,4,"만족해요, 잘 입을게요",소재가 부드럽고 착용감이 좋아요. 다만 단추 채울 때 좀 뻑뻑한 감이 있어서 별 하나 뺐습니다. 그래도 전체적으로 만족해요.,카키/L,2,2026-03-17
R00145,P00055,베이직 데님 자켓,2,기대 이하였어요,워싱이 사진이랑 너무 달라서 당황했어요. 빈티지한 느낌이라기보다는 그냥 좀 얼룩덜룩해 보여서 반품 고민 중입니다.,베이지/S,5,2026-02-28
R00146,P00055,베이직 데님 자켓,3,무난하게 걸치기 좋아요,사이즈는 정사이즈인 것 같고 배송도 보통이었어요. 딱히 장점도 단점도 없이 그냥 기본템으로 입기 좋아요.,블랙/L,14,2026-06-08
R00147,P00055,베이직 데님 자켓,5,재구매 의사 100%예요!,"핏, 색상, 질감 뭐 하나 빠지는 것 없이 완벽해요! 여기저기 매치하기 좋아서 교복처럼 입고 다니고 있습니다. 최고예요!",블랙/M,8,2026-03-27
R00148,P00056,플로럴 셔링 원피스,4,예뻐요! 다만...,"색상도 화사하고 디자인도 마음에 들어요. 다만, 길이가 생각보다 조금 짧아서 활동할 때 신경 쓰이네요.",블랙/L,0,2026-03-10
R00149,P00056,플로럴 셔링 원피스,3,그냥저냥 괜찮아요,"배송은 빨랐는데, 기대했던 것보다는 재질이 얇아요. 편하게 입기엔 나쁘지 않네요.",그린/M,8,2026-05-21
R00150,P00056,플로럴 셔링 원피스,3,무난하게 입기 좋아요,"플로럴 패턴이 예쁘긴 한데, 셔링이 사진만큼 드라마틱하진 않아요. 그래도 데일리로 입기엔 괜찮아요.",그린/M,0,2026-05-29
R00151,P00056,플로럴 셔링 원피스,5,인생 원피스 등극!,몸매를 예쁘게 잡아주면서도 정말 편안해요! 화사한 색감 덕분에 얼굴도 밝아 보여서 대만족입니다.,아이보리/L,8,2026-02-06
R00152,P00056,플로럴 셔링 원피스,5,사진보다 실물이 훨씬 예뻐요!,"고민하다가 샀는데 정말 후회 없어요! 꽃무늬도 고급스럽고, 부들부들한 소재 덕분에 하루 종일 기분 좋게 입었습니다.",아이보리/S,0,2026-05-06
R00153,P00056,플로럴 셔링 원피스,2,기대했는데 실망이네요,사이즈가 너무 작게 나온 것 같아요. 평소 입던 사이즈로 시켰는데 너무 끼고 활동하기 불편합니다. 반품 고민 중이에요.,블랙/M,2,2026-03-15
R00154,P00056,플로럴 셔링 원피스,4,예쁘고 편해요!,"화려한 꽃무늬가 봄에 딱이네요. 허리 셔링 덕분에 날씬해 보여서 좋고, 배송도 빠르고 포장도 깔끔했어요.",그린/S,0,2026-02-07
R00155,P00056,플로럴 셔링 원피스,5,이거 꼭 사세요 두 번 사세요!,오랜만에 정말 마음에 쏙 드는 원피스 찾았어요! 하늘하늘한 소재에 은은한 플로럴 패턴이 정말 고급스러워 보여요. 중요한 약속에 입고 갔는데 칭찬 많이 받았어요.,그린/S,0,2026-01-27
R00156,P00056,플로럴 셔링 원피스,2,색상이 좀 달라요,사진이랑 색감이 너무 달라서 당황했어요. 화면에서는 밝은 민트였는데 실제로는 탁한 그린이네요. 생각했던 분위기가 아니에요.,아이보리/S,3,2026-03-10
R00157,P00050,탁상용 USB 서큘레이터,4,사무실에서 쓰기 딱 좋아요!,"배송도 빠르고 블랙 색상 깔끔합니다. 바람 세기가 아주 강력하진 않지만, 개인용으로 책상에서 쓰기에는 충분히 시원해서 만족해요.",블랙,2,2026-02-03
R00158,P00050,탁상용 USB 서큘레이터,2,생각보다 별로네요...,"기대하고 주문했는데, 바람이 너무 약해서 거의 느껴지지 않아요. 작은 소음도 거슬리고 가격 생각하면 좀 실망입니다.",블랙,1,2026-02-28
R00159,P00050,탁상용 USB 서큘레이터,5,인생템 등극! 강추합니다!,"디자인도 너무 예쁘고, 작은 크기인데도 시원한 바람이 정말 놀라워요. USB 연결이라 휴대하기도 편하고 올여름 필수템입니다!",화이트,1,2026-05-07
R00160,P00050,탁상용 USB 서큘레이터,5,소리도 조용하고 바람도 시원해요!,사무실에서 틀어놓아도 소음이 거의 없어서 방해되지 않아요. 작지만 시원한 바람이 계속 나와서 땀 흘릴 일이 없네요. 완벽합니다!,화이트,2,2026-03-02
R00161,P00050,탁상용 USB 서큘레이터,3,무난하게 쓸만해요,USB로 연결하니 편리하고 디자인도 깔끔해서 좋네요. 다만 바람 세기가 조금 더 강했으면 좋았을 것 같아요. 그냥저냥 쓰기 괜찮습니다.,화이트,8,2026-04-28
R00162,P00050,탁상용 USB 서큘레이터,4,화이트 색상 예쁘고 시원해요,화이트 색상으로 구매했는데 책상 분위기를 밝게 해주고 예쁩니다. 3단계 바람 조절도 가능해서 상황에 따라 조절할 수 있어 좋아요.,블랙,14,2026-01-22
R00163,P00050,탁상용 USB 서큘레이터,4,작은데 시원해요! 휴대성 최고,"생각보다 훨씬 작아서 놀랐는데, 바람은 또 시원해서 반전입니다. 캠핑 갈 때나 야외에서 노트북에 연결해서 쓰기 좋을 것 같아요.",화이트,2,2026-05-03
R00164,P00050,탁상용 USB 서큘레이터,5,재구매 의사 100%! 너무 좋아요!,"지인 추천으로 샀는데 정말 후회 없습니다. 소음도 거의 없고, 작은데도 시원함이 엄청나요. 하나 더 사서 침대 옆에 둘까 고민 중입니다.",화이트,14,2026-05-11
R00165,P00050,탁상용 USB 서큘레이터,5,가성비 갑! 이 가격에 이 성능이라니!,저렴한 가격에 구매했는데 성능이 기대 이상입니다. 책상 위에 놓고 쓰는데 땀이 싹 마르고 집중이 잘 돼요. 완전 득템한 기분이에요.,화이트,0,2026-04-13
R00166,P00050,탁상용 USB 서큘레이터,3,배송은 빨랐는데 조금 아쉽네요,"주문하고 다음날 바로 받아서 좋았어요. 그런데 바람이 생각보다 약하고, 미세하게 진동 소리가 나서 조용한 곳에서는 신경 쓰이네요.",블랙,2,2026-04-08
R00167,P00050,탁상용 USB 서큘레이터,3,생각했던 것보다 조금 부족해요,"사이즈는 딱 적당하고 무게도 가벼워서 좋아요. 하지만 풍량이 조금 아쉽고, 각도 조절이 자유롭지 않은 점은 좀 불편하네요.",화이트,0,2026-05-14
R00168,P00050,탁상용 USB 서큘레이터,5,탁상용 서큘레이터 최고! 대만족입니다!,더운 사무실에서 일하기 힘들었는데 이거 하나로 삶의 질이 달라졌어요. 조용하고 바람도 시원해서 일의 효율도 오르는 것 같습니다!,화이트,14,2026-02-27
R00169,P00022,캔버스 로우 스니커즈,5,캔버스 스니커즈 최고에요!,딱 찾던 디자인에 착화감도 편해요. 배송도 빠르고 품질도 굿입니다.,화이트/270,8,2026-02-08
R00170,P00022,캔버스 로우 스니커즈,2,생각보다 별로예요...,"사이즈가 너무 크게 나왔네요. 한 치수 작게 시켰어야 하는데, 반품하기 귀찮아서 그냥 신어요.",블랙/230,1,2026-03-13
R00171,P00022,캔버스 로우 스니커즈,5,데일리 신발로 딱!,화이트 색상 너무 예쁘고 어디에나 잘 어울려요. 굽도 적당히 있어서 키높이 효과도 살짝 있네요!,화이트/250,5,2026-04-27
R00172,P00022,캔버스 로우 스니커즈,4,깔끔하고 좋아요!,기본 캔버스화로 무난하게 신기 좋습니다. 다만 발볼이 넓은 편인데 살짝 타이트한 감이 있어요.,화이트/270,2,2026-06-06
R00173,P00022,캔버스 로우 스니커즈,4,기대 이상이에요~,저렴한 가격에 비해 마감이 꽤 깔끔하고 튼튼해 보여요. 오래 신을 수 있을 것 같아요.,블랙/250,0,2026-03-01
R00174,P00022,캔버스 로우 스니커즈,3,그냥저냥 신을만해요.,"디자인은 괜찮은데, 쿠션감이 거의 없어서 오래 걸으면 발이 좀 아파요. 가격 생각하면 뭐...",그레이/250,8,2026-03-08
R00175,P00022,캔버스 로우 스니커즈,3,평범한 스니커즈,"배송은 빨랐는데, 신발 안쪽에 실밥 처리가 약간 아쉬워요. 그래도 겉으론 티 안 나니까 괜찮아요.",그레이/240,0,2026-02-19
R00176,P00022,캔버스 로우 스니커즈,4,가성비 좋은 신발,가볍고 편해서 매일 신고 다녀요. 베이지 색상이라 코디하기도 좋고 막 신기 좋네요!,블랙/250,5,2026-03-12
R00177,P00078,2구 인덕션 레인지,1,진짜 너무 실망이에요,화력이 너무 약해서 조리가 제대로 안 돼요. 디자인만 보고 샀는데 후회막심입니다.,블랙,3,2026-04-15
R00178,P00078,2구 인덕션 레인지,2,글쎄요.. 기대 이하였어요,오른쪽 화구는 괜찮은데 왼쪽이 너무 약해서 거의 못 쓰고 있어요. 생각보다 제품 마감도 아쉽네요.,블랙,14,2026-05-26
R00179,P00078,2구 인덕션 레인지,2,소음이 너무 심해요,작동할 때마다 팬 소리가 너무 커서 신경 쓰여요. 배송은 빨랐는데 제품 자체는 좀 실망입니다.,블랙,8,2026-04-07
R00180,P00078,2구 인덕션 레인지,1,불량품인가요?,코드를 꽂자마자 전원이 안 들어와요. 색상은 예쁜데 아예 작동이 안 되니 이걸 어쩌죠.,블랙,14,2026-01-15
R00181,P00078,2구 인덕션 레인지,3,무난하게 쓸만해요,"가격 대비 크게 나쁘진 않은데, 화력이 좀 들쭉날쭉할 때가 있어요. 일반적인 사용에는 문제없습니다.",블랙,0,2026-03-14
R00182,P00078,2구 인덕션 레인지,2,인덕션 인식률이 떨어져요,집에 있는 냄비 절반 정도만 인식되고 안 되는 게 많아요. 쓰던 냄비 대부분을 못 쓰게 되니 불편하네요.,화이트,14,2026-03-11
R00183,P00078,2구 인덕션 레인지,5,대만족! 디자인 성능 다 잡았어요,"깔끔한 화이트 색상이 주방이랑 너무 잘 어울리고, 화력도 강력해서 요리 시간이 확 줄었어요. 정말 돈이 아깝지 않습니다.",블랙,14,2026-03-30
R00184,P00078,2구 인덕션 레인지,5,배송도 빠르고 제품도 최고네요,주문하고 다음날 바로 받았어요. 2구 모두 화력이 좋고 조작도 간단해서 정말 편리합니다.,화이트,14,2026-04-27
R00185,P00078,2구 인덕션 레인지,5,드디어 찾던 인덕션!,여러 제품 비교하다 샀는데 대성공입니다. 세척도 쉽고 안전 기능도 잘 되어있어 안심하고 쓰고 있어요.,화이트,0,2026-01-12
R00186,P00078,2구 인덕션 레인지,3,보통입니다,딱히 큰 문제 없이 잘 쓰고 있어요. 특별히 뛰어나지도 아주 나쁘지도 않은 평범한 인덕션입니다.,화이트,3,2026-02-20
R00187,P00078,2구 인덕션 레인지,3,가끔 불편하지만 괜찮아요,"가열 속도가 아주 빠르진 않지만, 소음은 적은 편이라 그럭저럭 만족하며 사용 중입니다. 사이즈는 딱 적당해요.",블랙,14,2026-04-20
R00188,P00078,2구 인덕션 레인지,3,가격 생각하면 괜찮아요,"고가 모델만큼은 아니지만, 이 가격에 이 정도면 무난하게 쓸만합니다. 블랙 색상이라 관리가 편하네요.",블랙,5,2026-04-04
R00189,P00078,2구 인덕션 레인지,5,주방이 환해졌어요! 강추합니다,세련된 디자인에 강력한 화력까지 완벽합니다. 배송도 꼼꼼하게 와서 파손 없이 잘 받았습니다.,블랙,2,2026-01-11
R00190,P00078,2구 인덕션 레인지,5,완전 좋아요! 요리할 맛 나네요,전반적으로 너무 만족스러워요. 특히 온도를 세밀하게 조절할 수 있어서 요리가 훨씬 쉬워졌습니다.,화이트,8,2026-04-23
R00191,P00047,다용도 부직포 수납박스 3종,3,그냥저냥 쓸만해요,"생각했던 것보다 재질이 좀 얇아서 걱정했는데, 가벼운 물건들 넣기에는 괜찮네요. 배송은 빨랐어요.",아이보리,5,2026-03-22
R00192,P00047,다용도 부직포 수납박스 3종,5,드레스룸 정리 끝판왕!,옷 정리하기 딱 좋은 사이즈에 그레이 색상도 너무 예뻐요. 방이 깔끔해져서 정말 만족합니다.,그레이,2,2026-06-05
R00193,P00047,다용도 부직포 수납박스 3종,3,가격 생각하면 나쁘지 않아요,"세 개 세트 가격이 저렴해서 기대는 안했지만, 확실히 엄청 튼튼한 느낌은 아니네요. 작은 소품들 정리하기에 무난합니다.",그레이,0,2026-06-06
R00194,P00047,다용도 부직포 수납박스 3종,5,아이들 장난감 정리용으로 최고!,거실에 널부러진 아이들 장난감들 이 박스에 넣으니 정말 깔끔해졌어요. 부직포라 안전하고 가벼워서 좋네요.,그레이,14,2026-05-07
R00195,P00047,다용도 부직포 수납박스 3종,3,사이즈는 좋은데 마감이 아쉬워요,수납력은 괜찮은데 몇몇 박스는 마감 부분이 살짝 실밥이 튀어나와 있어서 아쉬웠어요. 그래도 안 보이는 곳에 둘 거라 괜찮습니다.,아이보리,0,2026-04-27
R00196,P00047,다용도 부직포 수납박스 3종,4,생각보다 넉넉하고 깔끔해요,옷장에 자잘한 것들 정리하려고 샀는데 생각보다 깊이도 있고 깔끔하게 잘 들어가네요. 배송도 빠르고 상품도 대체로 만족합니다.,그레이,0,2026-04-06
R00197,P00047,다용도 부직포 수납박스 3종,5,정말 필요한 물건이었어요!,여기저기 흩어져 있던 잡동사니들을 한 번에 정리할 수 있어서 정말 속 시원해요. 디자인도 심플해서 어디에 둬도 잘 어울립니다.,그레이,0,2026-06-06
R00198,P00047,다용도 부직포 수납박스 3종,3,무난하게 사용하기 좋아요,딱히 흠잡을 곳도 엄청 칭찬할 곳도 없는 평범한 수납박스예요. 저렴한 가격에 막 쓰기 좋습니다.,아이보리,0,2026-04-26
R00199,P00047,다용도 부직포 수납박스 3종,5,재구매 의사 100%입니다!,깔끔한 디자인에 튼튼하기까지 해서 정말 마음에 들어요. 안방에 두고 사용하는데 다음에 또 필요하면 여기서 살 거예요.,그레이,1,2026-05-27
R00200,P00047,다용도 부직포 수납박스 3종,3,기대한 만큼은 아니지만...,"사진으로는 꽤 탄탄해 보였는데, 실제로 받아보니 흐물거리는 감이 좀 있네요. 그래도 가성비는 괜찮은 편인 것 같아요.",아이보리,2,2026-03-12
R00201,P00047,다용도 부직포 수납박스 3종,5,좁은 공간 활용에 딱이에요!,좁은 방에 수납공간이 부족했는데 이 박스 덕분에 훨씬 효율적으로 공간을 활용하게 되었어요. 색상도 모던해서 인테리어 효과도 있네요.,그레이,5,2026-05-12
R00202,P00047,다용도 부직포 수납박스 3종,5,배송도 빠르고 품질도 좋아요!,주문하고 다음날 바로 도착해서 놀랐어요. 부직포인데도 꽤 견고하고 흐트러짐 없이 모양을 잘 잡아줍니다.,아이보리,0,2026-05-26
R00203,P00047,다용도 부직포 수납박스 3종,5,드디어 옷장이 깔끔해졌어요!,늘 어수선했던 옷장 서랍이 이 수납박스 덕분에 정리의 신세계가 열렸네요. 다른 사이즈도 구매할까 고민 중이에요.,아이보리,0,2026-02-16
R00204,P00047,다용도 부직포 수납박스 3종,5,여러모로 쓸모가 많네요,"계절 옷 정리부터 아이들 책 수납까지, 정말 다양한 용도로 잘 쓰고 있어요. 여러 개 사서 두니 통일감도 있고 보기 좋아요.",아이보리,0,2026-05-30
R00205,P00001,베이직 라운드넥 반팔티,5,베이직템으로 최고!,딱 찾던 기본 반팔티에요. 재질도 부드럽고 몸에 착 감기는 핏이 정말 마음에 듭니다. 다른 색상도 추가 구매하려구요!,네이비/XL,3,2026-05-18
R00206,P00001,베이직 라운드넥 반팔티,3,그냥저냥 입을만해요.,"무난하게 입기 좋은데, 생각보다 재질이 얇아서 화이트 색상은 비침이 좀 있네요. 이너로 입으면 괜찮을 것 같아요.",블랙/L,1,2026-01-30
R00207,P00001,베이직 라운드넥 반팔티,3,가격대비 평범해요.,"막 좋다고는 못하겠지만, 이 가격에 딱히 흠잡을 곳은 없는 것 같아요. 베이직템이니 그냥 입으려구요.",화이트/S,0,2026-05-18
R00208,P00001,베이직 라운드넥 반팔티,3,핏이 애매하네요.,제가 생각했던 핏이랑은 조금 다르네요. 루즈핏도 아니고 너무 딱 붙지도 않아서 좀 어중간해요.,화이트/XL,0,2026-02-15
R00209,P00001,베이직 라운드넥 반팔티,5,데일리템으로 최고!,"화이트랑 블랙 두 개 샀는데, 매일 손이 가는 옷이에요. 여러 번 세탁했는데도 변형 없이 탄탄해서 만족합니다.",화이트/L,0,2026-06-08
R00210,P00001,베이직 라운드넥 반팔티,3,배송이 좀 느렸어요.,"옷 자체는 나쁘지 않은데, 주문하고 일주일 넘게 걸려서 받았네요. 급하게 필요하신 분들은 고려하셔야 할 것 같아요.",블랙/M,14,2026-02-22
R00211,P00001,베이직 라운드넥 반팔티,5,퀄리티 좋은 기본티!,목 늘어짐 걱정 없이 짱짱하고 원단도 부드러워서 착용감이 좋아요. 이 가격에 이 정도 퀄리티면 정말 가성비 최고네요!,화이트/M,2,2026-03-12
R00212,P00001,베이직 라운드넥 반팔티,4,만족해요!,"무난하게 데일리로 입기 좋아요. 완전 대만족은 아니지만, 이 정도면 가격 대비 괜찮은 것 같아요.",네이비/XL,0,2026-02-21
R00213,P00072,알러지케어 매트리스 커버 Q,1,"최악의 품질, 돈 아깝네요","처음 받았을 때부터 실밥이 여기저기 풀려있더니, 세탁 한 번 하니 완전히 망가졌어요. 퀸 사이즈인데 너무 작게 나와서 매트리스를 다 덮지도 못하고 먼지도 더 붙는 느낌입니다.",화이트/Q,0,2026-03-09
R00214,P00072,알러지케어 매트리스 커버 Q,3,그냥저냥 쓸만해요,"퀸 사이즈 구매했는데 딱 맞아요. 색상은 화면이랑 좀 다르게 탁한 베이지라 아쉽네요. 알러지 케어 기능은 아직 잘 모르겠지만, 매트리스 보호용으로는 괜찮습니다.",화이트/K,0,2026-06-06
R00215,P00072,알러지케어 매트리스 커버 Q,3,나쁘진 않지만 뭔가 아쉬워요,"배송은 빨랐는데, 포장이 좀 허술했어요. 촉감은 부드러운데 생각보다 얇아서 내구성이 걱정되네요. 그래도 알러지 케어 기능이 있다고 해서 아이 방에 씌웠어요.",화이트/Q,5,2026-05-24
R00216,P00072,알러지케어 매트리스 커버 Q,4,만족스러운 구매입니다!,"퀸 사이즈에 아주 잘 맞고, 색상도 깔끔한 화이트라 침실이 화사해졌어요. 배송도 빠르고, 알러지 때문에 고생했는데 사용 후 확실히 좀 나아진 것 같아 만족합니다.",그레이/K,1,2026-01-31
R00217,P00072,알러지케어 매트리스 커버 Q,3,보통입니다. 기대가 너무 컸나봐요.,알러지 케어 효과는 크게 체감 못하고 있어요. 그레이 색상 구매했는데 무난합니다. 가격 대비 아주 좋다고는 못하겠네요.,화이트/Q,3,2026-06-01
R00218,P00072,알러지케어 매트리스 커버 Q,3,무난하게 사용 중이에요,퀸 사이즈인데 모서리 밴딩이 좀 짱짱해서 씌우기 힘들었어요. 방수 기능은 아니지만 그래도 매트리스를 보호해주는 것 같아 안심돼요. 한 달 정도 사용했는데 특별한 불만은 없어요.,그레이/Q,0,2026-01-14
R00219,P00072,알러지케어 매트리스 커버 Q,4,깔끔하고 좋아요!,"배송이 정말 빨랐고, 받아보니 품질도 생각보다 훨씬 좋네요. 라이트 그레이 색상도 침실에 잘 어울리고, 알러지 케어 기능도 믿음이 갑니다.",화이트/Q,8,2026-01-20
R00220,P00072,알러지케어 매트리스 커버 Q,2,기대 이하였습니다.,퀸 사이즈인데 너무 넉넉하게 나와서 매트리스에 딱 맞지 않고 붕 뜨네요. 먼지가 생각보다 많이 붙어서 알러지 케어 제품인지 의문이 듭니다. 실망스러운 구매였어요.,화이트/Q,2,2026-04-24
R00221,P00052,무선 미니 핸디 청소기,4,작지만 쓸만해요!,"생각보다 흡입력이 아주 강하진 않지만, 간단하게 책상 위나 차량 청소하기에 정말 좋아요. 사이즈가 작아서 보관도 편하고 디자인도 깔끔합니다.",블랙,2,2026-03-04
