log_id,timestamp,channel,user_type,query,predicted_intent,confidence,route,source_doc,latency_ms,fallback,feedback
LOG00156,2026-06-03 04:49:00,카카오톡상담,고객,수고 많으세요. 친구가 같은 걸 선물해줘서 이 주문은 취소하려고요. 빠른 답변 부탁드려요.,취소,0.5,응용/안내,,2237,Y,좋아요
LOG00157,2026-06-04 17:07:00,앱,고객,이 제품 원산지가 어디인가요? 제조국이 궁금해요. 빠른 답변 부탁드려요.,상품정보,0.9,고객CS-RAG,membership_policy,1492,N,싫어요
LOG00158,2026-06-14 11:24:00,카카오톡상담,고객,문의드립니다. 박스 그대로 있어요. 반품하면 회수 택배가 오나요?,반품,0.96,고객CS-RAG,membership_policy,2572,N,좋아요
LOG00159,2026-06-05 10:51:00,카카오톡상담,고객,결제만 하고 아직 아무 진행 없으면 위약금 없이 취소되죠?,취소,0.71,응용/안내,,2939,N,좋아요
LOG00160,2026-06-07 08:37:00,웹,고객,이 상품 리뷰 요약해줘,-,0.9,응용-번역,,2433,N,싫어요
LOG00161,2026-06-11 05:50:00,앱,고객,"반품하려는데 회수 기사님이 직접 오시는 건가요, 제가 보내야 하나요? 빠른 답변 부탁드려요.",반품,0.75,고객CS-RAG,return_exchange_policy,896,N,좋아요
LOG00162,2026-06-04 23:41:00,앱,직원,출장 경비 정산 기한이 어떻게 되나요?,-,0.85,사내규정-RAG,hr_policy,1105,N,좋아요
LOG00163,2026-06-01 20:01:00,카카오톡상담,고객,수고 많으세요. 무통장으로 결제했는데 환불은 어느 계좌로 받게 되나요? 빠른 답변 부탁드려요.,환불,0.76,고객CS-RAG,return_exchange_policy,2211,N,좋아요
LOG00164,2026-06-09 05:10:00,앱,고객,해외 상품 설명 번역해줘,-,0.86,응용-요약,,2705,N,좋아요
LOG00165,2026-06-06 15:50:00,앱,고객,해외 상품 설명 번역해줘,-,0.86,응용-번역,,2626,N,좋아요
LOG00166,2026-06-10 07:34:00,앱,고객,안녕하세요. 기프트카드 잔액으로 일부 결제하고 나머지는 카드로 할 수 있나요?,주문결제,0.61,응용/안내,,950,N,좋아요
LOG00167,2026-06-11 23:20:00,카카오톡상담,고객,교환 배송비는 어떻게 결제하나요? 동봉하면 되나요? 빠른 답변 부탁드려요.,교환,0.9,고객CS-RAG,shipping_policy,1794,N,좋아요
LOG00168,2026-06-01 09:52:00,카카오톡상담,직원,재택근무 주 며칠까지 가능한가요?,-,0.76,사내규정-RAG,employee_regulations,2061,N,좋아요
LOG00169,2026-06-07 20:41:00,웹,직원,본인 결혼 휴가 며칠이에요?,-,0.67,사내규정-RAG,hr_policy,1249,N,좋아요
LOG00170,2026-06-10 15:30:00,앱,고객,카드 할부로 샀는데 환불하면 할부도 자동으로 취소되나요? 확인 부탁드립니다.,환불,0.96,고객CS-RAG,shipping_policy,2125,N,좋아요
LOG00171,2026-06-13 18:28:00,카카오톡상담,고객,교환 배송비는 어떻게 결제하나요? 동봉하면 되나요? 빠른 답변 부탁드려요.,교환,0.72,고객CS-RAG,faq,1509,N,좋아요
LOG00172,2026-06-10 00:52:00,앱,고객,결제 취소하고 싶은데 어디서 하면 되나요? 빠른 답변 부탁드려요.,취소,0.61,응용/안내,,2415,N,좋아요
LOG00173,2026-06-07 13:07:00,카카오톡상담,고객,받은 상품에 흠집이 있어서 새 제품으로 바꿔주셨으면 해요.,교환,0.63,고객CS-RAG,membership_policy,3075,N,좋아요
LOG00174,2026-06-02 02:02:00,카카오톡상담,고객,문의드립니다. 용량이 몇 리터인가요? 4인 가족이 쓰기 충분할까요?,상품정보,0.71,고객CS-RAG,faq,1796,N,싫어요
LOG00175,2026-06-04 01:12:00,카카오톡상담,고객,문의드립니다. 적립금으로 결제한 부분은 환불도 적립금으로 돌아오나요? 감사합니다.,환불,0.77,고객CS-RAG,membership_policy,2500,N,좋아요
LOG00176,2026-06-06 17:27:00,카카오톡상담,고객,안녕하세요. 휴면계정으로 전환됐다는데 다시 활성화하려면 어떻게 하나요? 감사합니다.,회원멤버십,0.79,고객CS-RAG,product_care_guide,1535,N,좋아요
LOG00177,2026-06-12 18:13:00,카카오톡상담,고객,안녕하세요. 기프트카드로 산 건데 환불도 기프트카드로만 되나요? 확인 부탁드립니다.,환불,0.76,고객CS-RAG,return_exchange_policy,1235,N,좋아요
LOG00178,2026-06-13 18:38:00,웹,직원,유연근무 출근 시간 몇 시까지 선택돼요?,-,0.88,사내규정-RAG,hr_policy,2099,N,좋아요
LOG00179,2026-06-11 08:50:00,앱,직원,유연근무 출근 시간 몇 시까지 선택돼요?,-,0.68,사내규정-RAG,employee_regulations,820,N,좋아요
LOG00180,2026-06-02 08:19:00,웹,고객,리뷰 한 줄 요약 부탁,-,0.9,응용-요약,,2925,N,좋아요
LOG00181,2026-06-08 01:51:00,웹,고객,이 상품 리뷰 요약해줘,-,0.87,응용-요약,,2580,N,싫어요
LOG00182,2026-06-13 10:35:00,웹,고객,이 상품 리뷰 요약해줘,-,0.89,응용-번역,,1106,N,좋아요
LOG00183,2026-06-07 09:08:00,카카오톡상담,고객,이 상품 리뷰 요약해줘,-,0.74,응용-요약,,1650,N,좋아요
LOG00184,2026-06-04 15:59:00,웹,고객,발송 준비중이라고 떠도 지금 바로 취소 막아주실 수 있나요? 빠른 답변 부탁드려요.,취소,0.6,응용/안내,,943,N,좋아요
LOG00185,2026-06-12 05:22:00,웹,고객,수고 많으세요. 대량으로 구매하면 따로 할인 견적 받을 수 있나요?,기타,0.69,응용/안내,,2315,N,좋아요
LOG00186,2026-06-06 00:44:00,카카오톡상담,고객,문의드립니다. 이 색상은 시즌 한정이라 재입고가 아예 안 되는 건가요? 확인 부탁드립니다.,재입고,0.93,고객CS-RAG,membership_policy,2061,N,싫어요
LOG00187,2026-06-01 17:28:00,앱,고객,리뷰 한 줄 요약 부탁,-,0.81,응용-번역,,1931,N,싫어요
LOG00188,2026-06-11 04:07:00,앱,고객,주문서에서 수량을 잘못 넣어 결제됐어요. 금액 정정이 되나요?,주문결제,0.58,응용/안내,,2350,Y,좋아요
LOG00189,2026-06-07 09:13:00,카카오톡상담,직원,유연근무 출근 시간 몇 시까지 선택돼요?,-,0.69,사내규정-RAG,hr_policy,1494,N,좋아요
LOG00190,2026-06-05 08:35:00,웹,고객,리뷰 적립금은 언제 들어오나요? 어제 썼는데 아직이에요.,회원멤버십,0.97,고객CS-RAG,faq,3027,N,좋아요
LOG00191,2026-06-01 14:50:00,웹,고객,안녕하세요. 탈퇴했다가 다시 가입하면 예전 등급이 유지되나요? 확인 부탁드립니다.,회원멤버십,0.73,고객CS-RAG,faq,3114,N,좋아요
LOG00192,2026-06-02 16:23:00,앱,고객,한 번에 다 품절돼서 그러는데 보통 얼마 만에 다시 채워지나요? 확인 부탁드립니다.,재입고,0.75,고객CS-RAG,product_care_guide,2715,N,좋아요
LOG00193,2026-06-10 12:33:00,앱,고객,수고 많으세요. 탄소중립 포장이나 친환경 배송 옵션이 있나요?,기타,0.52,응용/안내,,2436,Y,좋아요
LOG00194,2026-06-12 09:38:00,앱,고객,반품 다 됐는데 배송비가 차감돼서 환불됐네요. 왜 그런가요?,환불,0.66,고객CS-RAG,faq,1166,N,좋아요
LOG00195,2026-06-14 12:04:00,앱,고객,안녕하세요. 사진이랑 실물 품질 차이가 너무 커서 반품 신청합니다. 빠른 답변 부탁드려요.,반품,0.56,고객CS-RAG,faq,2661,Y,좋아요
LOG00196,2026-06-05 19:18:00,카카오톡상담,고객,이 색상만 계속 품절인데 다시 들어올 예정 있나요? 빠른 답변 부탁드려요.,재입고,0.65,고객CS-RAG,product_care_guide,1688,N,좋아요
LOG00197,2026-06-08 21:03:00,앱,고객,결제했는데 주문내역에 안 보여요. 정상 결제된 거 맞나요? 확인 부탁드립니다.,주문결제,0.81,응용/안내,,2096,N,좋아요
LOG00198,2026-06-08 07:20:00,카카오톡상담,고객,수고 많으세요. 받은 색상이 칙칙해서 사진 속 색상 옵션으로 바꾸고 싶어요.,교환,0.68,고객CS-RAG,return_exchange_policy,2245,N,좋아요
LOG00199,2026-06-13 17:10:00,앱,고객,실수로 두 번 주문했어요. 하나만 주문 취소해 주세요.,취소,0.88,응용/안내,,2380,N,좋아요
LOG00200,2026-06-06 19:04:00,카카오톡상담,고객,비밀번호가 기억이 안 나서 로그인을 못 하겠어요.,회원멤버십,0.77,고객CS-RAG,membership_policy,2180,N,좋아요
LOG00201,2026-06-07 12:51:00,앱,고객,이 상품 리뷰 요약해줘,-,0.73,응용-번역,,1614,N,좋아요
LOG00202,2026-06-06 06:26:00,앱,직원,배우자 출산휴가 일수 알려주세요.,-,0.81,사내규정-RAG,employee_regulations,1011,N,싫어요
LOG00203,2026-06-04 05:15:00,앱,고객,안녕하세요. 재입고 수량이 적던데 알림 받으면 바로 사야 하나요? 확인 부탁드립니다.,재입고,0.63,고객CS-RAG,return_exchange_policy,2063,N,좋아요
LOG00204,2026-06-02 02:38:00,앱,고객,해외 상품 설명 번역해줘,-,0.91,응용-요약,,3697,N,좋아요
LOG00205,2026-06-02 06:14:00,웹,직원,재택근무 주 며칠까지 가능한가요?,-,0.7,사내규정-RAG,employee_regulations,1435,N,좋아요
LOG00206,2026-06-12 13:29:00,앱,고객,수고 많으세요. 할부로 결제하고 싶은데 몇 개월까지 무이자 되나요? 확인 부탁드립니다.,주문결제,0.82,응용/안내,,1248,N,좋아요
LOG00207,2026-06-03 21:01:00,웹,고객,이 상품 리뷰 요약해줘,-,0.87,응용-요약,,2604,N,좋아요
LOG00208,2026-06-05 22:46:00,앱,고객,수고 많으세요. 택배사 어디로 오나요? 부재중이라 경비실에 맡겨주실 수 있나요?,배송문의,0.62,고객CS-RAG,faq,826,N,싫어요
LOG00209,2026-06-14 03:18:00,앱,고객,문의드립니다. 용량이 몇 리터인가요? 4인 가족이 쓰기 충분할까요? 감사합니다.,상품정보,0.76,고객CS-RAG,faq,2511,N,좋아요
LOG00210,2026-06-12 17:26:00,웹,고객,한 번 신어봤는데 사이즈가 영 아니라 반품하려고요. 확인 부탁드립니다.,반품,0.95,고객CS-RAG,membership_policy,955,N,좋아요
LOG00211,2026-06-10 12:51:00,카카오톡상담,고객,택배 박스가 찌그러져서 왔는데 안에 내용물은 괜찮을지 걱정돼요.,배송문의,0.84,고객CS-RAG,product_care_guide,3195,N,좋아요
LOG00212,2026-06-03 09:45:00,웹,고객,쿠폰 잘못 써서 취소하고 다시 제대로 적용해서 주문할게요.,취소,0.62,응용/안내,,2675,N,좋아요
LOG00213,2026-06-01 09:21:00,앱,고객,사이즈가 안 맞아서 한 치수 큰 걸로 교환하고 싶어요.,교환,0.97,고객CS-RAG,product_care_guide,778,N,좋아요
LOG00214,2026-06-14 23:00:00,앱,고객,문의드립니다. 쿠폰 잘못 써서 취소하고 다시 제대로 적용해서 주문할게요.,취소,0.69,응용/안내,,2861,N,좋아요
LOG00215,2026-06-03 13:59:00,웹,고객,방송에 나온 그 상품 어디서 찾는지 검색이 안 돼요. 빠른 답변 부탁드려요.,기타,0.6,응용/안내,,2227,N,좋아요
LOG00216,2026-06-07 15:23:00,카카오톡상담,고객,안녕하세요. 회원 등급이 강등됐는데 기준이 어떻게 되는 건가요? 감사합니다.,회원멤버십,0.84,고객CS-RAG,return_exchange_policy,1533,N,싫어요
LOG00217,2026-06-11 03:02:00,웹,고객,수고 많으세요. 사이즈 교환하려는데 원하는 치수가 품절이면 어떻게 되나요?,교환,0.98,고객CS-RAG,shipping_policy,2710,N,좋아요
LOG00218,2026-06-12 06:50:00,카카오톡상담,고객,리뷰 한 줄 요약 부탁,-,0.99,응용-번역,,1043,N,좋아요
LOG00219,2026-06-13 22:59:00,웹,고객,수고 많으세요. 이 가방에 13인치 노트북이 들어가는 크기인가요? 빠른 답변 부탁드려요.,상품정보,0.7,고객CS-RAG,faq,2000,N,좋아요
LOG00220,2026-06-05 08:39:00,카카오톡상담,고객,리뷰 한 줄 요약 부탁,-,0.89,응용-요약,,1938,N,좋아요
LOG00221,2026-06-02 05:32:00,카카오톡상담,고객,장바구니에서 결제하려는데 자꾸 오류 페이지로 넘어가요.,주문결제,0.61,응용/안내,,2286,N,싫어요
LOG00222,2026-06-13 18:17:00,카카오톡상담,고객,재입고되면 가격이 오르나요? 지금이랑 같은 가격일까요? 빠른 답변 부탁드려요.,재입고,0.68,고객CS-RAG,product_care_guide,1334,N,좋아요
LOG00223,2026-06-02 11:21:00,카카오톡상담,고객,사이즈 하나만 품절인데 그것만 재입고 되나요? 빠른 답변 부탁드려요.,재입고,0.69,고객CS-RAG,faq,2961,N,좋아요
LOG00224,2026-06-13 02:11:00,웹,고객,문의드립니다. 재입고됐다고 알림 받고 들어왔는데 벌써 또 품절이네요. 빠른 답변 부탁드려요.,재입고,0.78,고객CS-RAG,product_care_guide,1336,N,좋아요
LOG00225,2026-06-05 00:53:00,웹,직원,본인 결혼 휴가 며칠이에요?,-,0.82,사내규정-RAG,employee_regulations,2227,N,좋아요
LOG00226,2026-06-14 17:51:00,앱,직원,병가 진단서 언제 내야 하나요?,-,0.93,사내규정-RAG,employee_regulations,2426,N,좋아요
LOG00227,2026-06-09 03:19:00,앱,고객,리뷰 한 줄 요약 부탁,-,0.81,응용-번역,,2363,N,싫어요
LOG00228,2026-06-10 04:39:00,웹,고객,예약 주문한 건데 출시 전에 취소도 가능한가요?,취소,0.62,응용/안내,,1791,N,좋아요
LOG00229,2026-06-10 17:55:00,웹,고객,세금계산서 발행되나요? 결제할 때 사업자 정보 넣는 데가 없어요.,주문결제,0.87,응용/안내,,721,N,좋아요
LOG00230,2026-06-04 00:42:00,웹,고객,문의드립니다. 식기세척기에 넣고 돌려도 괜찮은 재질인가요? 빠른 답변 부탁드려요.,상품정보,0.87,고객CS-RAG,return_exchange_policy,1443,N,좋아요
LOG00231,2026-06-05 13:30:00,앱,고객,본인인증이 자꾸 실패하는데 다른 방법으로 인증할 수 있나요?,회원멤버십,0.83,고객CS-RAG,membership_policy,764,N,싫어요
LOG00232,2026-06-05 05:01:00,앱,고객,단순 변심인데 반품 가능한가요? 배송비는 제가 부담하는 거죠? 확인 부탁드립니다.,반품,0.71,고객CS-RAG,return_exchange_policy,2456,N,좋아요
LOG00233,2026-06-06 17:23:00,웹,고객,이 상품 리뷰 요약해줘,-,0.83,응용-요약,,1232,N,좋아요
LOG00234,2026-06-08 08:28:00,앱,고객,문의드립니다. 아직 상품 준비중이던데 지금 취소하면 바로 되나요?,취소,0.83,응용/안내,,2480,N,좋아요
LOG00235,2026-06-05 18:08:00,웹,고객,이 상품 리뷰 요약해줘,-,0.92,응용-번역,,2868,N,싫어요
LOG00236,2026-06-14 22:57:00,웹,고객,안녕하세요. 끈 길이 조절이 되나요? 키 작은 아이가 메도 괜찮을까요? 확인 부탁드립니다.,상품정보,0.97,고객CS-RAG,return_exchange_policy,2974,N,좋아요
LOG00237,2026-06-03 20:48:00,카카오톡상담,고객,프린트가 비뚤게 인쇄돼서 멀쩡한 걸로 교환해 주세요. 확인 부탁드립니다.,교환,0.86,고객CS-RAG,product_care_guide,2134,N,좋아요
LOG00238,2026-06-14 01:59:00,카카오톡상담,직원,도서구입비 지원 얼마인가요?,-,0.74,사내규정-RAG,hr_policy,1762,N,싫어요
LOG00239,2026-06-12 12:17:00,웹,고객,"안녕하세요. 반품 회수 박스는 따로 준비해야 하나요, 원래 박스 쓰면 되나요? 빠른 답변 부탁드려요.",반품,0.74,고객CS-RAG,return_exchange_policy,2157,N,좋아요
LOG00240,2026-06-08 08:36:00,웹,고객,안녕하세요. 환불은 됐다는데 부분 금액만 들어와서 나머지가 궁금해요.,환불,0.57,고객CS-RAG,product_care_guide,1548,Y,좋아요
LOG00241,2026-06-13 15:09:00,카카오톡상담,고객,수고 많으세요. 할인 적용 전 금액으로 결제됐어요. 차액 어떻게 되나요? 확인 부탁드립니다.,주문결제,0.67,응용/안내,,1217,N,좋아요
LOG00242,2026-06-12 18:28:00,앱,고객,안녕하세요. 카드사 사정으로 환불이 늦어진다는데 보통 며칠 더 걸리나요?,환불,0.79,고객CS-RAG,membership_policy,2186,N,좋아요
LOG00243,2026-06-05 22:52:00,웹,직원,연차 1년 차면 며칠인가요?,-,0.67,사내규정-RAG,hr_policy,607,N,좋아요
LOG00244,2026-06-03 20:12:00,카카오톡상담,고객,오버핏 트렌치 코트 사이즈만 바꾸고 싶어요. 교환 신청할게요.,교환,0.85,고객CS-RAG,shipping_policy,940,N,좋아요
LOG00245,2026-06-06 05:49:00,앱,고객,안녕하세요. 기프트카드로 산 건데 환불도 기프트카드로만 되나요? 빠른 답변 부탁드려요.,환불,0.65,고객CS-RAG,shipping_policy,2025,N,좋아요
LOG00246,2026-06-12 04:08:00,카카오톡상담,고객,문의드립니다. 장바구니에서 결제하려는데 자꾸 오류 페이지로 넘어가요. 빠른 답변 부탁드려요.,주문결제,0.72,응용/안내,,1784,N,좋아요
LOG00247,2026-06-10 00:35:00,카카오톡상담,고객,안녕하세요. 받자마자 깨져 있어서 반품하려고 하는데 사진 보내드릴까요? 감사합니다.,반품,0.64,고객CS-RAG,product_care_guide,2694,N,좋아요
LOG00248,2026-06-12 00:08:00,앱,직원,병가 진단서 언제 내야 하나요?,-,0.67,사내규정-RAG,hr_policy,1460,N,좋아요
LOG00249,2026-06-02 18:50:00,카카오톡상담,직원,병가 진단서 언제 내야 하나요?,-,0.89,사내규정-RAG,employee_regulations,1247,N,좋아요
LOG00250,2026-06-13 16:34:00,웹,직원,연차 1년 차면 며칠인가요?,-,0.64,사내규정-RAG,hr_policy,1494,N,좋아요
LOG00251,2026-06-05 13:02:00,웹,고객,수고 많으세요. 결제하자마자 마음이 바뀌었어요. 주문 취소되나요? 빠른 답변 부탁드려요.,취소,0.75,응용/안내,,1921,N,좋아요
LOG00252,2026-06-11 23:53:00,앱,고객,이 상품 리뷰 요약해줘,-,0.79,응용-번역,,3230,N,좋아요
LOG00253,2026-06-06 04:58:00,앱,직원,연차 1년 차면 며칠인가요?,-,0.83,사내규정-RAG,hr_policy,1444,N,좋아요
LOG00254,2026-06-12 10:34:00,웹,고객,안녕하세요. 결제일이랑 환불일이 다른 달인데 카드값에 어떻게 반영돼요? 빠른 답변 부탁드려요.,환불,0.62,고객CS-RAG,shipping_policy,2759,N,좋아요
LOG00255,2026-06-07 16:48:00,앱,직원,연차 1년 차면 며칠인가요?,-,0.84,사내규정-RAG,employee_regulations,1945,N,싫어요
LOG00256,2026-06-03 02:05:00,앱,고객,재입고 알림 여러 상품 걸어놨는데 한꺼번에 관리할 수 있나요? 감사합니다.,재입고,0.62,고객CS-RAG,membership_policy,844,N,좋아요
LOG00257,2026-06-06 02:28:00,카카오톡상담,고객,수고 많으세요. 반품 다 됐는데 배송비가 차감돼서 환불됐네요. 왜 그런가요?,환불,0.58,고객CS-RAG,product_care_guide,1188,Y,싫어요
LOG00258,2026-06-04 17:06:00,카카오톡상담,고객,교환 배송비는 어떻게 결제하나요? 동봉하면 되나요? 빠른 답변 부탁드려요.,교환,0.82,고객CS-RAG,faq,2264,N,싫어요
LOG00259,2026-06-11 10:42:00,앱,고객,취소 처리는 됐다는데 결제 금액 환불은 언제 들어오나요? 확인 부탁드립니다.,환불,0.78,고객CS-RAG,product_care_guide,1276,N,좋아요
LOG00260,2026-06-04 07:44:00,앱,고객,문의드립니다. 이번 달에 등급이 올랐는데 추가 할인 혜택은 어떻게 적용돼요?,회원멤버십,0.94,고객CS-RAG,shipping_policy,1340,N,좋아요
LOG00261,2026-06-03 04:26:00,웹,고객,환불 예정일이 지났는데도 입금이 안 됐어요. 확인 부탁드려요.,환불,0.61,고객CS-RAG,faq,2626,N,좋아요
LOG00262,2026-06-03 04:46:00,앱,고객,식기세척기에 넣고 돌려도 괜찮은 재질인가요? 감사합니다.,상품정보,0.76,고객CS-RAG,membership_policy,1098,N,좋아요
LOG00263,2026-06-12 21:00:00,카카오톡상담,고객,안녕하세요. 배송 추적상 다른 동네로 가 있는 것 같은데 오배송 아닌가요?,배송문의,0.8,고객CS-RAG,faq,1134,N,싫어요
LOG00264,2026-06-04 10:57:00,웹,고객,안녕하세요. 운송장 번호 조회해도 정보가 안 떠요. 정상인가요?,배송문의,0.85,고객CS-RAG,return_exchange_policy,1052,N,좋아요
LOG00265,2026-06-06 12:51:00,앱,고객,수고 많으세요. 포인트가 분명 있는데 결제할 때 사용 가능 금액이 0으로 떠요.,주문결제,0.54,응용/안내,,2172,Y,좋아요
LOG00266,2026-06-14 04:27:00,카카오톡상담,고객,수고 많으세요. 배송지를 잘못 적었는데 출고 전이면 주소 바꿀 수 있나요?,배송문의,0.71,고객CS-RAG,return_exchange_policy,1294,N,좋아요
LOG00267,2026-06-05 03:56:00,웹,고객,환불 계좌를 바꾸고 싶은데 어떻게 하나요?,환불,0.59,고객CS-RAG,faq,1428,Y,좋아요
LOG00268,2026-06-05 22:35:00,앱,고객,수고 많으세요. 휴대폰 번호가 바뀌었는데 회원정보 어디서 수정하나요? 감사합니다.,회원멤버십,0.59,고객CS-RAG,shipping_policy,2910,Y,싫어요
LOG00269,2026-06-01 18:03:00,카카오톡상담,고객,오늘 안에 출고되면 내일 도착하는 건가요? 확인 부탁드립니다.,배송문의,0.85,고객CS-RAG,membership_policy,2464,N,좋아요
LOG00270,2026-06-08 08:35:00,웹,직원,출장 경비 정산 기한이 어떻게 되나요?,-,0.81,사내규정-RAG,employee_regulations,1805,N,좋아요
LOG00271,2026-06-03 01:27:00,웹,고객,같은 상품 다른 색상으로 교환도 되나요? 빠른 답변 부탁드려요.,교환,0.86,고객CS-RAG,membership_policy,1556,N,좋아요
LOG00272,2026-06-02 19:29:00,웹,고객,해외 상품 설명 번역해줘,-,0.85,응용-번역,,3218,N,좋아요
LOG00273,2026-06-08 22:14:00,웹,직원,연차 1년 차면 며칠인가요?,-,0.65,사내규정-RAG,employee_regulations,1804,N,좋아요
LOG00274,2026-06-11 10:31:00,카카오톡상담,고객,"수고 많으세요. 취소한 주문 환불이 자동으로 되는 건가요, 따로 신청해야 하나요?",환불,0.69,고객CS-RAG,membership_policy,1279,N,싫어요
LOG00275,2026-06-14 10:39:00,카카오톡상담,고객,분명 어제 발송됐다는데 송장 추적이 아직도 집화처리에 멈춰 있어요. 확인 부탁드립니다.,배송문의,0.83,고객CS-RAG,return_exchange_policy,3199,N,좋아요
LOG00276,2026-06-08 10:09:00,웹,고객,안녕하세요. 결제하다가 오류 나서 두 번 눌렀는데 두 번 결제된 것 같아요. 감사합니다.,주문결제,0.82,응용/안내,,945,N,좋아요
LOG00277,2026-06-04 22:05:00,앱,고객,휴대폰 번호가 바뀌었는데 회원정보 어디서 수정하나요? 감사합니다.,회원멤버십,0.6,고객CS-RAG,shipping_policy,1759,N,좋아요
LOG00278,2026-06-10 22:18:00,앱,직원,병가 진단서 언제 내야 하나요?,-,0.65,사내규정-RAG,employee_regulations,1419,N,좋아요
LOG00279,2026-06-04 03:35:00,카카오톡상담,고객,구성품 중 하나가 빠져서 왔는데 이 경우도 반품되나요?,반품,0.79,고객CS-RAG,product_care_guide,1232,N,좋아요
LOG00280,2026-06-05 02:34:00,앱,직원,본인 결혼 휴가 며칠이에요?,-,0.62,사내규정-RAG,employee_regulations,1816,N,싫어요
LOG00281,2026-06-13 19:46:00,앱,직원,출장 경비 정산 기한이 어떻게 되나요?,-,0.95,사내규정-RAG,employee_regulations,1261,N,좋아요
LOG00282,2026-06-08 02:54:00,앱,고객,해외 상품 설명 번역해줘,-,0.9,응용-요약,,3639,N,좋아요
LOG00283,2026-06-02 21:24:00,앱,고객,"재입고 알림은 앱 푸시로 오나요, 문자로 오나요? 빠른 답변 부탁드려요.",재입고,0.82,고객CS-RAG,faq,2660,N,싫어요
LOG00284,2026-06-11 18:41:00,카카오톡상담,직원,재택근무 주 며칠까지 가능한가요?,-,0.61,사내규정-RAG,employee_regulations,1091,N,좋아요
LOG00285,2026-06-02 00:06:00,앱,고객,수고 많으세요. 다른 색으로 바꾸고 싶은데 그 색이 더 비싸면 차액만 내면 되나요?,교환,0.97,고객CS-RAG,return_exchange_policy,3175,N,좋아요
LOG00286,2026-06-02 08:35:00,앱,직원,본인 결혼 휴가 며칠이에요?,-,0.88,사내규정-RAG,employee_regulations,1321,N,싫어요
LOG00287,2026-06-04 16:15:00,웹,고객,문의드립니다. 재입고되면 가격이 오르나요? 지금이랑 같은 가격일까요?,재입고,0.98,고객CS-RAG,return_exchange_policy,2902,N,좋아요
LOG00288,2026-06-06 04:27:00,웹,직원,병가 진단서 언제 내야 하나요?,-,0.79,사내규정-RAG,hr_policy,630,N,좋아요
LOG00289,2026-06-10 12:34:00,웹,고객,같은 상품 다른 색상으로 교환도 되나요?,교환,0.9,고객CS-RAG,return_exchange_policy,1094,N,좋아요
LOG00290,2026-06-07 21:58:00,앱,고객,문의드립니다. 아직 상품 준비중이던데 지금 취소하면 바로 되나요? 빠른 답변 부탁드려요.,취소,0.91,응용/안내,,2286,N,좋아요
LOG00291,2026-06-06 14:45:00,카카오톡상담,고객,할부로 결제하고 싶은데 몇 개월까지 무이자 되나요? 빠른 답변 부탁드려요.,주문결제,0.93,응용/안내,,3045,N,좋아요
LOG00292,2026-06-08 17:03:00,웹,고객,리뷰 한 줄 요약 부탁,-,0.73,응용-요약,,2513,N,좋아요
LOG00293,2026-06-02 14:58:00,카카오톡상담,직원,재택근무 주 며칠까지 가능한가요?,-,0.92,사내규정-RAG,hr_policy,2439,N,좋아요
LOG00294,2026-06-11 02:15:00,카카오톡상담,고객,이 상품 리뷰 요약해줘,-,0.76,응용-번역,,2697,N,좋아요
LOG00295,2026-06-13 03:34:00,앱,고객,안녕하세요. 사이즈 교환하려는데 원하는 치수가 품절이면 어떻게 되나요?,교환,0.93,고객CS-RAG,return_exchange_policy,1833,N,좋아요
LOG00296,2026-06-07 11:49:00,카카오톡상담,직원,배우자 출산휴가 일수 알려주세요.,-,0.87,사내규정-RAG,employee_regulations,2434,N,좋아요
LOG00297,2026-06-08 19:24:00,웹,고객,문의드립니다. 다른 색으로 바꾸고 싶은데 그 색이 더 비싸면 차액만 내면 되나요?,교환,0.62,고객CS-RAG,shipping_policy,1840,N,좋아요
LOG00298,2026-06-12 00:03:00,웹,고객,수고 많으세요. 유통기한이 임박한 게 와서 반품하고 싶은데 가능할까요?,반품,0.65,고객CS-RAG,membership_policy,1270,N,좋아요
LOG00299,2026-06-12 19:48:00,앱,고객,리뷰 이벤트 당첨자 발표는 언제 어디서 확인하나요? 확인 부탁드립니다.,기타,0.59,응용/안내,,1613,Y,싫어요
LOG00300,2026-06-06 16:50:00,웹,고객,안녕하세요. 반품 다 됐는데 배송비가 차감돼서 환불됐네요. 왜 그런가요? 확인 부탁드립니다.,환불,0.95,고객CS-RAG,shipping_policy,1620,N,좋아요
