inquiry_id,text,label
TR00481,문의드립니다. 이 가방에 13인치 노트북이 들어가는 크기인가요? 감사합니다.,상품정보
TR00482,안녕하세요. 어제 결제했는데 아직 배송 시작도 안 했어요. 송장번호 언제 나오나요? 빠른 답변 부탁드려요.,배송문의
TR00483,문의드립니다. 사진이랑 실물 품질 차이가 너무 커서 반품 신청합니다. 빠른 답변 부탁드려요.,반품
TR00484,수고 많으세요. 신발 좌우 사이즈가 달라서 정상 제품으로 교환하고 싶어요. 확인 부탁드립니다.,교환
TR00485,사이즈가 안 맞아서 한 치수 큰 걸로 교환하고 싶어요. 감사합니다.,교환
TR00486,결제만 하고 아직 아무 진행 없으면 위약금 없이 취소되죠? 확인 부탁드립니다.,취소
TR00487,문의드립니다. 결제할 때 입력한 배송메모가 사라졌는데 다시 등록되나요?,주문결제
TR00488,방금 주문했는데 아직 발송 전이면 전체 취소하고 싶어요. 빠른 답변 부탁드려요.,취소
TR00489,안녕하세요. 친구 추천 코드는 어디에 입력하고 혜택은 뭔가요?,회원멤버십
TR00490,받는 사람 이름을 다르게 적었는데 그대로 배송되나요?,배송문의
TR00491,문의드립니다. 이 가방에 13인치 노트북이 들어가는 크기인가요?,상품정보
TR00492,수고 많으세요. 받자마자 깨져 있어서 반품하려고 하는데 사진 보내드릴까요?,반품
TR00493,문의드립니다. 이 색상만 계속 품절인데 다시 들어올 예정 있나요? 감사합니다.,재입고
TR00494,색상이 모니터마다 다르게 보이던데 실제 톤이 어떤가요? 빠른 답변 부탁드려요.,상품정보
TR00495,생일 쿠폰 발급된다고 했는데 아직 안 들어왔어요. 빠른 답변 부탁드려요.,회원멤버십
TR00496,오늘 안에 출고되면 내일 도착하는 건가요? 확인 부탁드립니다.,배송문의
TR00497,안녕하세요. 쿠폰 할인받고 샀는데 환불 금액에 그게 어떻게 반영되나요?,환불
TR00498,휴대폰 소액결제 한도가 초과됐다는데 다른 방법은 없나요? 감사합니다.,주문결제
TR00499,안녕하세요. 이 모델 무게가 얼마나 나가나요? 들고 다니기 무겁지 않을까요? 확인 부탁드립니다.,상품정보
TR00500,발송 준비중이라고 떠도 지금 바로 취소 막아주실 수 있나요? 감사합니다.,취소
TR00501,리뷰 이벤트 당첨자 발표는 언제 어디서 확인하나요? 확인 부탁드립니다.,기타
TR00502,안녕하세요. 배송 출발하면 문자로 알림 받을 수 있나요? 확인 부탁드립니다.,배송문의
TR00503,수고 많으세요. 특정 옵션만 빠르게 다시 들어오는 편인지 궁금해요. 빠른 답변 부탁드려요.,재입고
TR00504,수고 많으세요. 보증 기간이 얼마이고 AS는 어디서 받나요? 감사합니다.,상품정보
TR00505,문의드립니다. 배송 중에 파손돼서 왔어요. 동일 상품으로 교환해 주세요. 확인 부탁드립니다.,교환
TR00506,안녕하세요. 지퍼가 고장 나서 같은 모델 정상품으로 교환 부탁드려요. 확인 부탁드립니다.,교환
TR00507,안녕하세요. 법인카드로 결제하면 지출증빙용 영수증도 따로 받을 수 있나요? 빠른 답변 부탁드려요.,주문결제
TR00508,회원 등급이 강등됐는데 기준이 어떻게 되는 건가요? 확인 부탁드립니다.,회원멤버십
TR00509,할부로 결제하고 싶은데 몇 개월까지 무이자 되나요? 빠른 답변 부탁드려요.,주문결제
TR00510,무통장입금 가상계좌 입금기한이 지났는데 재발급 가능해요? 빠른 답변 부탁드려요.,주문결제
TR00511,문의드립니다. 냄새가 너무 심해서 못 쓰겠어요. 반품 처리해 주세요. 확인 부탁드립니다.,반품
TR00512,수고 많으세요. 받자마자 깨져 있어서 반품하려고 하는데 사진 보내드릴까요? 확인 부탁드립니다.,반품
TR00513,카드사 사정으로 환불이 늦어진다는데 보통 며칠 더 걸리나요? 확인 부탁드립니다.,환불
TR00514,문의드립니다. 선물받은 상품인데 영수증 없이도 반품할 수 있나요? 빠른 답변 부탁드려요.,반품
TR00515,다른 색으로 바꾸고 싶은데 그 색이 더 비싸면 차액만 내면 되나요? 확인 부탁드립니다.,교환
TR00516,수고 많으세요. 색상이 모니터마다 다르게 보이던데 실제 톤이 어떤가요? 빠른 답변 부탁드려요.,상품정보
TR00517,쿠폰 잘못 써서 취소하고 다시 제대로 적용해서 주문할게요. 확인 부탁드립니다.,취소
TR00518,안녕하세요. 골드 등급 되려면 얼마나 더 사야 하나요? 빠른 답변 부탁드려요.,회원멤버십
TR00519,전압이 220V 맞나요? 해외에서도 쓸 수 있는지 궁금해요. 빠른 답변 부탁드려요.,상품정보
TR00520,안녕하세요. 포인트가 분명 있는데 결제할 때 사용 가능 금액이 0으로 떠요. 확인 부탁드립니다.,주문결제
TR00521,안녕하세요. 장바구니에서 결제하려는데 자꾸 오류 페이지로 넘어가요.,주문결제
TR00522,문의드립니다. 적립금하고 쿠폰을 같은 주문에 둘 다 쓸 수 있나요? 확인 부탁드립니다.,회원멤버십
TR00523,안녕하세요. 휴대폰 소액결제 한도가 초과됐다는데 다른 방법은 없나요?,주문결제
TR00524,환불 영수증이나 증빙을 받을 수 있을까요? 회사 제출용이에요.,환불
TR00525,도서산간 지역인데 추가 배송일이 얼마나 더 걸리나요? 빠른 답변 부탁드려요.,배송문의
TR00526,"수고 많으세요. 취소한 주문 환불이 자동으로 되는 건가요, 따로 신청해야 하나요? 빠른 답변 부탁드려요.",환불
TR00527,안녕하세요. 환불 영수증이나 증빙을 받을 수 있을까요? 회사 제출용이에요.,환불
TR00528,유통기한이 임박한 게 와서 반품하고 싶은데 가능할까요? 빠른 답변 부탁드려요.,반품
TR00529,기부 캠페인 참여하려면 어떻게 하면 되나요? 감사합니다.,기타
TR00530,안녕하세요. 지금 취소 누르면 적립금이랑 쿠폰은 다시 복구되나요? 빠른 답변 부탁드려요.,취소
TR00531,결제는 됐는데 재고가 없다고 다시 연락이 왔어요. 어떻게 되나요? 감사합니다.,주문결제
TR00532,안녕하세요. 이 신발 발볼 넓은 편인가요? 평소 발볼 넓은데요. 확인 부탁드립니다.,상품정보
TR00533,방수 되는 제품인가요? 야외에서 써도 괜찮을까요? 확인 부탁드립니다.,상품정보
TR00534,수고 많으세요. 무통장으로 결제했는데 환불은 어느 계좌로 받게 되나요? 확인 부탁드립니다.,환불
TR00535,안녕하세요. 아직 상품 준비중이던데 지금 취소하면 바로 되나요?,취소
TR00536,문의드립니다. 주문한 상품 중에 하나만 빼고 나머지는 취소하고 싶어요. 빠른 답변 부탁드려요.,취소
TR00537,안녕하세요. 박음질이 터져 있어서 같은 상품으로 교환 요청합니다.,교환
TR00538,적립금으로 결제한 부분은 환불도 적립금으로 돌아오나요? 빠른 답변 부탁드려요.,환불
TR00539,안녕하세요. 한 번 신어봤는데 사이즈가 영 아니라 반품하려고요.,반품
TR00540,가입할 때 받은 웰컴 쿠폰이 안 보이는데 확인해 주세요. 빠른 답변 부탁드려요.,회원멤버십
TR00541,안녕하세요. 결제 취소 요청한 금액이 일부만 환불됐어요. 나머지는요? 확인 부탁드립니다.,환불
TR00542,쿠폰함에 있던 쿠폰이 사라졌는데 만료된 건가요? 확인 부탁드립니다.,회원멤버십
TR00543,키 170인데 이 바지 기장이 어느 정도 올까요?,상품정보
TR00544,배송지가 잘못돼서 그냥 취소하고 새로 주문하는 게 빠를까요? 빠른 답변 부탁드려요.,취소
TR00545,문의드립니다. 할부로 결제하고 싶은데 몇 개월까지 무이자 되나요? 감사합니다.,주문결제
TR00546,수고 많으세요. 상품 관련 제휴 제안을 드리고 싶은데 메일 주소 알 수 있을까요? 확인 부탁드립니다.,기타
TR00547,"안녕하세요. 반품하려는데 회수 기사님이 직접 오시는 건가요, 제가 보내야 하나요?",반품
TR00548,수고 많으세요. 무통장입금 가상계좌 입금기한이 지났는데 재발급 가능해요? 빠른 답변 부탁드려요.,주문결제
TR00549,문의드립니다. 할인 적용 전 금액으로 결제됐어요. 차액 어떻게 되나요?,주문결제
TR00550,문의드립니다. 다목적 베이킹소다 세정티슈 80매 사이즈만 바꾸고 싶어요. 교환 신청할게요. 빠른 답변 부탁드려요.,교환
TR00551,친구 추천 코드는 어디에 입력하고 혜택은 뭔가요? 확인 부탁드립니다.,회원멤버십
TR00552,단순 변심 반품인데 반품 배송비가 얼마나 차감되나요? 확인 부탁드립니다.,반품
TR00553,수고 많으세요. 이 제품 KC 인증 받은 정품 맞나요?,상품정보
TR00554,문의드립니다. 결제는 됐는데 재고가 없다고 다시 연락이 왔어요. 어떻게 되나요? 확인 부탁드립니다.,주문결제
TR00555,수고 많으세요. 탈퇴했다가 다시 가입하면 예전 등급이 유지되나요? 빠른 답변 부탁드려요.,회원멤버십
TR00556,안녕하세요. 배송 시작 전에 취소 부탁드려요. 급하게 처리해 주세요. 빠른 답변 부탁드려요.,취소
TR00557,지퍼가 고장 나서 같은 모델 정상품으로 교환 부탁드려요. 확인 부탁드립니다.,교환
TR00558,수고 많으세요. 할인 적용 전 금액으로 결제됐어요. 차액 어떻게 되나요? 감사합니다.,주문결제
TR00559,받은 색상이 칙칙해서 사진 속 색상 옵션으로 바꾸고 싶어요. 확인 부탁드립니다.,교환
TR00560,수고 많으세요. 상품 관련 제휴 제안을 드리고 싶은데 메일 주소 알 수 있을까요? 빠른 답변 부탁드려요.,기타
TR00561,프린트가 비뚤게 인쇄돼서 멀쩡한 걸로 교환해 주세요.,교환
TR00562,문의드립니다. 주말에도 배송되나요? 토요일에 받아야 해서요.,배송문의
TR00563,기프트카드 잔액으로 일부 결제하고 나머지는 카드로 할 수 있나요? 빠른 답변 부탁드려요.,주문결제
TR00564,세트 구성이 어떻게 되나요? 사진에 나온 거 다 포함인가요? 빠른 답변 부탁드려요.,상품정보
TR00565,안녕하세요. 부분 반품했는데 그만큼만 환불되는 게 맞나요? 금액이 이상해요. 빠른 답변 부탁드려요.,환불
TR00566,본인인증이 자꾸 실패하는데 다른 방법으로 인증할 수 있나요? 확인 부탁드립니다.,회원멤버십
TR00567,문의드립니다. 쿠폰 할인받고 샀는데 환불 금액에 그게 어떻게 반영되나요? 빠른 답변 부탁드려요.,환불
TR00568,수고 많으세요. 친구 추천 코드는 어디에 입력하고 혜택은 뭔가요? 빠른 답변 부탁드려요.,회원멤버십
TR00569,안녕하세요. 무통장입금 했는데 입금확인이 아직도 안 됐다고 나와요. 빠른 답변 부탁드려요.,주문결제
TR00570,반품 다 됐는데 배송비가 차감돼서 환불됐네요. 왜 그런가요? 감사합니다.,환불
TR00571,인플루언서 협찬 문의는 어느 부서로 해야 하나요? 빠른 답변 부탁드려요.,기타
TR00572,안녕하세요. 주문서에서 수량을 잘못 넣어 결제됐어요. 금액 정정이 되나요?,주문결제
TR00573,수고 많으세요. 지금 출고됐나요? 빠른배송으로 받아볼 수 있는지 궁금해요.,배송문의
TR00574,생일 쿠폰 발급된다고 했는데 아직 안 들어왔어요. 감사합니다.,회원멤버십
TR00575,수고 많으세요. 받은 색상이 칙칙해서 사진 속 색상 옵션으로 바꾸고 싶어요.,교환
TR00576,현관 앞 말고 택배함에 넣어달라고 요청할 수 있나요? 확인 부탁드립니다.,배송문의
TR00577,수고 많으세요. 받는 사람 이름을 다르게 적었는데 그대로 배송되나요? 빠른 답변 부탁드려요.,배송문의
TR00578,문의드립니다. 선물포장 서비스 되나요? 메시지 카드도 넣을 수 있어요? 확인 부탁드립니다.,기타
TR00579,회원 탈퇴하면 적립금은 어떻게 되나요? 빠른 답변 부탁드려요.,회원멤버십
TR00580,안녕하세요. 환불 처리됐다고 문자 왔는데 통장에 아직 안 들어왔어요.,환불
TR00581,수고 많으세요. 환불은 됐다는데 부분 금액만 들어와서 나머지가 궁금해요.,환불
TR00582,수고 많으세요. 받은 지 일주일 됐는데 아직 반품 신청 기간 안 지났죠? 감사합니다.,반품
TR00583,수고 많으세요. 이번 달에 등급이 올랐는데 추가 할인 혜택은 어떻게 적용돼요? 확인 부탁드립니다.,회원멤버십
TR00584,수고 많으세요. 두 개 주문 중 하나만 취소했는데 환불액 계산이 맞는지 봐주세요.,환불
TR00585,유통기한이 임박한 게 와서 반품하고 싶은데 가능할까요? 감사합니다.,반품
TR00586,인덕션에서도 사용 가능한가요? 가스레인지 전용인가요? 빠른 답변 부탁드려요.,상품정보
TR00587,수고 많으세요. 쿠폰 잘못 써서 취소하고 다시 제대로 적용해서 주문할게요. 빠른 답변 부탁드려요.,취소
TR00588,미니 핸드블렌더 품절이던데 재입고 계획 있는지 궁금해요. 빠른 답변 부탁드려요.,재입고
TR00589,휴면계정으로 전환됐다는데 다시 활성화하려면 어떻게 하나요? 빠른 답변 부탁드려요.,회원멤버십
TR00590,수고 많으세요. 카드사 사정으로 환불이 늦어진다는데 보통 며칠 더 걸리나요?,환불
TR00591,문의드립니다. 박음질이 터져 있어서 같은 상품으로 교환 요청합니다.,교환
TR00592,수고 많으세요. 친구 추천 코드는 어디에 입력하고 혜택은 뭔가요? 확인 부탁드립니다.,회원멤버십
TR00593,수고 많으세요. 새벽배송 되는 지역인지 우편번호로 확인해 주실 수 있어요?,배송문의
TR00594,안녕하세요. 결제 금액이 장바구니 합계랑 다르게 청구됐어요. 확인 부탁해요.,주문결제
TR00595,재입고 알림 신청했는데 알림이 안 와요. 확인 부탁드려요. 빠른 답변 부탁드려요.,재입고
TR00596,친구 추천 코드는 어디에 입력하고 혜택은 뭔가요? 감사합니다.,회원멤버십
TR00597,주문서에서 수량을 잘못 넣어 결제됐어요. 금액 정정이 되나요? 빠른 답변 부탁드려요.,주문결제
TR00598,수고 많으세요. 현금영수증 신청을 깜빡했는데 사후 발급 가능한가요?,주문결제
TR00599,문의드립니다. 쿠폰함에 있던 쿠폰이 사라졌는데 만료된 건가요? 확인 부탁드립니다.,회원멤버십
TR00600,사진이랑 실물 품질 차이가 너무 커서 반품 신청합니다. 확인 부탁드립니다.,반품
TR00601,문의드립니다. 세금계산서 발행도 가능한가요? 사업자로 구매하려고요. 확인 부탁드립니다.,기타
TR00602,안녕하세요. 카드 승인은 났는데 주문이 실패라고 떠요. 중복결제 된 건 아니죠? 빠른 답변 부탁드려요.,주문결제
TR00603,문의드립니다. 회원 등급별 혜택을 한눈에 볼 수 있는 페이지가 있나요? 확인 부탁드립니다.,회원멤버십
TR00604,수고 많으세요. 결제할 때 입력한 배송메모가 사라졌는데 다시 등록되나요? 빠른 답변 부탁드려요.,주문결제
TR00605,수고 많으세요. 첫 구매 할인 코드를 넣었는데 적용이 안 되네요. 만료된 건가요? 빠른 답변 부탁드려요.,주문결제
TR00606,안녕하세요. 결제는 됐는데 재고가 없다고 다시 연락이 왔어요. 어떻게 되나요?,주문결제
TR00607,예전에 팔던 모델인데 재입고 가능성이 있을까요? 빠른 답변 부탁드려요.,재입고
TR00608,회사 단체주문인데 한 건 잘못 들어가서 그 건만 취소 부탁드려요.,취소
TR00609,기부 캠페인 참여하려면 어떻게 하면 되나요?,기타
TR00610,방수 되는 제품인가요? 야외에서 써도 괜찮을까요?,상품정보
TR00611,수고 많으세요. 은행 점검 시간이라 입금이 안 됐는데 주문이 취소될까 봐 걱정돼요. 감사합니다.,주문결제
TR00612,수고 많으세요. 엘리베이터 공사 중이라 1층에 두고 가시라고 메모 남길 수 있나요? 감사합니다.,배송문의
TR00613,문의드립니다. 리뷰 이벤트 당첨자 발표는 언제 어디서 확인하나요? 확인 부탁드립니다.,기타
TR00614,로그인하면 자꾸 다른 사람 정보가 떠요. 계정이 섞인 것 같아요.,회원멤버십
TR00615,문의드립니다. 부분 반품했는데 그만큼만 환불되는 게 맞나요? 금액이 이상해요. 빠른 답변 부탁드려요.,환불
TR00616,안녕하세요. 휴대폰 소액결제 한도가 초과됐다는데 다른 방법은 없나요? 확인 부탁드립니다.,주문결제
TR00617,문의드립니다. 배송지를 잘못 적었는데 출고 전이면 주소 바꿀 수 있나요? 확인 부탁드립니다.,배송문의
TR00618,주문번호로 실시간 배송 위치 확인할 수 있는 링크 있을까요? 감사합니다.,배송문의
TR00619,휴면계정으로 전환됐다는데 다시 활성화하려면 어떻게 하나요? 감사합니다.,회원멤버십
TR00620,안녕하세요. 끈 길이 조절이 되나요? 키 작은 아이가 메도 괜찮을까요?,상품정보
TR00621,문의드립니다. 주말에도 배송되나요? 토요일에 받아야 해서요. 감사합니다.,배송문의
TR00622,수고 많으세요. 휴대폰 소액결제 한도가 초과됐다는데 다른 방법은 없나요? 빠른 답변 부탁드려요.,주문결제
TR00623,수고 많으세요. 사이즈별 실측 정보가 어디에 나와 있나요? 확인 부탁드립니다.,상품정보
TR00624,안녕하세요. 방금 주문했는데 아직 발송 전이면 전체 취소하고 싶어요. 확인 부탁드립니다.,취소
TR00625,제주도인데 배송 며칠 걸려요? 도착 예정일 알려주세요. 확인 부탁드립니다.,배송문의
TR00626,안녕하세요. 첫 구매 할인 코드를 넣었는데 적용이 안 되네요. 만료된 건가요? 확인 부탁드립니다.,주문결제
TR00627,수고 많으세요. 현금영수증 신청을 깜빡했는데 사후 발급 가능한가요? 확인 부탁드립니다.,주문결제
TR00628,문의드립니다. 전에 쓰던 제품이랑 호환되는 규격인지 확인하고 싶어요. 감사합니다.,상품정보
TR00629,문의드립니다. 장바구니에서 결제하려는데 자꾸 오류 페이지로 넘어가요.,주문결제
TR00630,"수고 많으세요. 반품하려는데 회수 기사님이 직접 오시는 건가요, 제가 보내야 하나요? 감사합니다.",반품
TR00631,안녕하세요. 두 개 주문 중 하나만 취소했는데 환불액 계산이 맞는지 봐주세요. 감사합니다.,환불
TR00632,상품 관련 제휴 제안을 드리고 싶은데 메일 주소 알 수 있을까요? 확인 부탁드립니다.,기타
TR00633,문의드립니다. 오늘 안에 출고되면 내일 도착하는 건가요? 확인 부탁드립니다.,배송문의
TR00634,결제만 하고 아직 아무 진행 없으면 위약금 없이 취소되죠?,취소
TR00635,안녕하세요. 받는 사람 이름을 다르게 적었는데 그대로 배송되나요? 감사합니다.,배송문의
TR00636,안녕하세요. 선물포장 서비스 되나요? 메시지 카드도 넣을 수 있어요? 확인 부탁드립니다.,기타
TR00637,법인카드로 결제하면 지출증빙용 영수증도 따로 받을 수 있나요? 감사합니다.,주문결제
TR00638,개인정보 처리방침은 어디서 확인할 수 있나요? 빠른 답변 부탁드려요.,기타
TR00639,수고 많으세요. 가입할 때 받은 웰컴 쿠폰이 안 보이는데 확인해 주세요. 감사합니다.,회원멤버십
TR00640,수고 많으세요. 주문할 때 부재중이라 편의점 픽업으로 바꿀 수 있나요? 빠른 답변 부탁드려요.,배송문의
TR00641,수고 많으세요. 쿠폰함에 있던 쿠폰이 사라졌는데 만료된 건가요? 감사합니다.,회원멤버십
TR00642,인기 상품이라 그런지 늘 없네요. 재입고 주기가 어떻게 되나요?,재입고
TR00643,문의드립니다. 단순 변심인데 반품 가능한가요? 배송비는 제가 부담하는 거죠? 빠른 답변 부탁드려요.,반품
TR00644,안녕하세요. 로그인하면 자꾸 다른 사람 정보가 떠요. 계정이 섞인 것 같아요. 감사합니다.,회원멤버십
TR00645,수고 많으세요. 비밀번호가 기억이 안 나서 로그인을 못 하겠어요.,회원멤버십
TR00646,안녕하세요. 두 개 주문 중 하나만 취소했는데 환불액 계산이 맞는지 봐주세요. 확인 부탁드립니다.,환불
TR00647,안녕하세요. 적립금으로 결제한 부분은 환불도 적립금으로 돌아오나요?,환불
TR00648,받는 사람 이름을 다르게 적었는데 그대로 배송되나요? 감사합니다.,배송문의
TR00649,안녕하세요. 지퍼가 고장 나서 같은 모델 정상품으로 교환 부탁드려요.,교환
TR00650,예약구매로 결제했는데 언제 실제로 청구되나요? 빠른 답변 부탁드려요.,주문결제
TR00651,수고 많으세요. 주문번호로 실시간 배송 위치 확인할 수 있는 링크 있을까요? 확인 부탁드립니다.,배송문의
TR00652,수고 많으세요. 간편결제로 했는데 승인 문자만 오고 주문은 안 들어갔어요.,주문결제
TR00653,환불은 됐다는데 부분 금액만 들어와서 나머지가 궁금해요. 감사합니다.,환불
TR00654,수고 많으세요. 이 가방에 13인치 노트북이 들어가는 크기인가요? 빠른 답변 부탁드려요.,상품정보
TR00655,오늘 도착 예정이라고 떴는데 아직도 안 왔어요. 몇 시쯤 와요? 감사합니다.,배송문의
TR00656,두 번에 나눠서 받기로 했는데 나머지 상품은 언제 출발해요? 감사합니다.,배송문의
TR00657,수고 많으세요. 친구 추천 코드는 어디에 입력하고 혜택은 뭔가요? 감사합니다.,회원멤버십
TR00658,예약 주문한 건데 출시 전에 취소도 가능한가요?,취소
TR00659,제품에 하자가 있어서 반품하려는데 회수는 언제 오나요? 확인 부탁드립니다.,반품
TR00660,안녕하세요. 휴면계정으로 전환됐다는데 다시 활성화하려면 어떻게 하나요?,회원멤버십
TR00661,해외 배송도 되나요? 외국에 있는 가족에게 보내려고요. 감사합니다.,기타
TR00662,안녕하세요. 장바구니에 잘못 담긴 게 결제돼서 바로 취소하려고요. 빠른 답변 부탁드려요.,취소
TR00663,고밀도 코튼 셔츠 품절이던데 재입고 계획 있는지 궁금해요. 감사합니다.,재입고
TR00664,안녕하세요. 받아보니 생각보다 커서 반품하고 싶어요. 어떻게 신청하나요? 빠른 답변 부탁드려요.,반품
TR00665,안녕하세요. 가입할 때 받은 웰컴 쿠폰이 안 보이는데 확인해 주세요. 감사합니다.,회원멤버십
TR00666,문의드립니다. 로그인하면 자꾸 다른 사람 정보가 떠요. 계정이 섞인 것 같아요. 감사합니다.,회원멤버십
TR00667,안녕하세요. 세금계산서 발행되나요? 결제할 때 사업자 정보 넣는 데가 없어요. 감사합니다.,주문결제
TR00668,문의드립니다. 결제일이랑 환불일이 다른 달인데 카드값에 어떻게 반영돼요? 빠른 답변 부탁드려요.,환불
TR00669,안녕하세요. 이 제품 KC 인증 받은 정품 맞나요?,상품정보
TR00670,수고 많으세요. 주문 넣은 거 취소할게요. 다른 상품으로 새로 주문하려고요.,취소
TR00671,수고 많으세요. 카드 할부로 샀는데 환불하면 할부도 자동으로 취소되나요? 빠른 답변 부탁드려요.,환불
TR00672,안녕하세요. 구성품 중 하나가 빠져서 왔는데 이 경우도 반품되나요? 빠른 답변 부탁드려요.,반품
TR00673,안녕하세요. 장바구니에 잘못 담긴 게 결제돼서 바로 취소하려고요.,취소
TR00674,문의드립니다. 식기세척기에 넣고 돌려도 괜찮은 재질인가요?,상품정보
TR00675,수고 많으세요. 회원정보에 주소를 여러 개 저장해둘 수 있나요? 확인 부탁드립니다.,회원멤버십
TR00676,택배사 어디로 오나요? 부재중이라 경비실에 맡겨주실 수 있나요? 감사합니다.,배송문의
TR00677,세금계산서 발행되나요? 결제할 때 사업자 정보 넣는 데가 없어요. 감사합니다.,주문결제
TR00678,결제 금액이 장바구니 합계랑 다르게 청구됐어요. 확인 부탁해요. 빠른 답변 부탁드려요.,주문결제
TR00679,수고 많으세요. 예약 주문한 건데 출시 전에 취소도 가능한가요?,취소
TR00680,수고 많으세요. 장바구니에 잘못 담긴 게 결제돼서 바로 취소하려고요.,취소
TR00681,수고 많으세요. 결제 수단을 카드에서 계좌이체로 바꾸고 싶은데 가능한가요? 감사합니다.,주문결제
TR00682,안녕하세요. 무통장으로 결제했는데 환불은 어느 계좌로 받게 되나요?,환불
TR00683,수고 많으세요. 구매한 상품으로 콘텐츠 만들어도 저작권 문제 없나요? 빠른 답변 부탁드려요.,기타
TR00684,수고 많으세요. S로 받았는데 M으로 교환 가능할까요? 추가 비용 있나요?,교환
TR00685,안녕하세요. 현금영수증 발급된 건인데 환불하면 그것도 취소되나요? 빠른 답변 부탁드려요.,환불
TR00686,현금영수증 발급된 건인데 환불하면 그것도 취소되나요? 확인 부탁드립니다.,환불
TR00687,문의드립니다. 전압이 220V 맞나요? 해외에서도 쓸 수 있는지 궁금해요. 빠른 답변 부탁드려요.,상품정보
TR00688,카드 할부로 샀는데 환불하면 할부도 자동으로 취소되나요? 감사합니다.,환불
TR00689,수고 많으세요. 출고 전이라고 안내받았는데 취소 접수 좀 서둘러 주세요. 확인 부탁드립니다.,취소
TR00690,품절 임박이라고 떠 있는데 추가 입고 예정 있나요? 감사합니다.,재입고
TR00691,문의드립니다. 카드사 사정으로 환불이 늦어진다는데 보통 며칠 더 걸리나요? 감사합니다.,환불
TR00692,끈 길이 조절이 되나요? 키 작은 아이가 메도 괜찮을까요?,상품정보
TR00693,결제하자마자 마음이 바뀌었어요. 주문 취소되나요? 빠른 답변 부탁드려요.,취소
TR00694,반품한 상품 회수된 지 일주일 넘었는데 환불이 아직 안 됐어요. 빠른 답변 부탁드려요.,환불
TR00695,결제하자마자 마음이 바뀌었어요. 주문 취소되나요? 감사합니다.,취소
TR00696,간편결제로 했는데 승인 문자만 오고 주문은 안 들어갔어요. 빠른 답변 부탁드려요.,주문결제
TR00697,"취소한 주문 환불이 자동으로 되는 건가요, 따로 신청해야 하나요? 감사합니다.",환불
TR00698,문의드립니다. 주문 넣은 거 취소할게요. 다른 상품으로 새로 주문하려고요. 빠른 답변 부탁드려요.,취소
TR00699,이 색상만 계속 품절인데 다시 들어올 예정 있나요?,재입고
TR00700,"같은 가격대 다른 모델로도 교환이 되나요, 아니면 동일상품만 되나요? 빠른 답변 부탁드려요.",교환
TR00701,수고 많으세요. 이 색상은 시즌 한정이라 재입고가 아예 안 되는 건가요? 감사합니다.,재입고
TR00702,수고 많으세요. 이사 가서 주소가 바뀌었는데 출고 전에 변경 부탁드려요. 감사합니다.,배송문의
TR00703,수고 많으세요. 생일 쿠폰 발급된다고 했는데 아직 안 들어왔어요. 감사합니다.,회원멤버십
TR00704,사이즈 하나만 품절인데 그것만 재입고 되나요? 빠른 답변 부탁드려요.,재입고
TR00705,문의드립니다. 회사로 배송지 바꾸고 싶은데 이미 상품 준비중이면 안 되나요?,배송문의
TR00706,안녕하세요. 결제 수단을 카드에서 계좌이체로 바꾸고 싶은데 가능한가요? 빠른 답변 부탁드려요.,주문결제
TR00707,수고 많으세요. 보증 기간이 얼마이고 AS는 어디서 받나요?,상품정보
TR00708,리뷰 이벤트 당첨자 발표는 언제 어디서 확인하나요?,기타
TR00709,안녕하세요. 키 170인데 이 바지 기장이 어느 정도 올까요? 감사합니다.,상품정보
TR00710,안녕하세요. 작동이 안 되는 불량이라 반품하려는데 어떤 증빙이 필요한가요? 빠른 답변 부탁드려요.,반품
TR00711,수고 많으세요. 이메일 수신 동의를 바꾸고 싶은데 어디서 설정하나요? 확인 부탁드립니다.,회원멤버십
TR00712,문의드립니다. 필터는 어디서 따로 구매하나요? 교체 주기는 얼마예요?,상품정보
TR00713,문의드립니다. 재입고되면 가격이 오르나요? 지금이랑 같은 가격일까요? 확인 부탁드립니다.,재입고
TR00714,문의드립니다. 재입고 알림 여러 상품 걸어놨는데 한꺼번에 관리할 수 있나요?,재입고
TR00715,제품에 하자가 있어서 반품하려는데 회수는 언제 오나요? 감사합니다.,반품
TR00716,결제만 하고 아직 아무 진행 없으면 위약금 없이 취소되죠? 감사합니다.,취소
TR00717,무통장입금 했는데 입금확인이 아직도 안 됐다고 나와요. 빠른 답변 부탁드려요.,주문결제
TR00718,주문 두 건인데 같이 묶어서 한 번에 보내주실 수 있어요?,배송문의
TR00719,휴면계정으로 전환됐다는데 다시 활성화하려면 어떻게 하나요?,회원멤버십
TR00720,문의드립니다. 제품에 하자가 있어서 반품하려는데 회수는 언제 오나요? 빠른 답변 부탁드려요.,반품
TR00721,안녕하세요. 아직 상품 준비중이던데 지금 취소하면 바로 되나요? 빠른 답변 부탁드려요.,취소
TR00722,주문서에서 수량을 잘못 넣어 결제됐어요. 금액 정정이 되나요?,주문결제
TR00723,수고 많으세요. 부분 반품했는데 그만큼만 환불되는 게 맞나요? 금액이 이상해요.,환불
TR00724,문의드립니다. 적립금으로 결제한 부분은 환불도 적립금으로 돌아오나요?,환불
TR00725,수고 많으세요. 쿠폰 잘못 써서 취소하고 다시 제대로 적용해서 주문할게요. 감사합니다.,취소
